card_id,disp_id,type,issued
1040,9890,JUNIOR,1995-05-28 00:00:00
545,3458,CLASSIC,1995-05-30 00:00:00
467,3019,CLASSIC,1995-06-05 00:00:00
1247,13660,CLASSIC,1995-06-13 00:00:00
652,4211,CLASSIC,1995-06-16 00:00:00
559,3573,CLASSIC,1995-06-17 00:00:00
719,4663,CLASSIC,1995-06-24 00:00:00
397,2513,CLASSIC,1995-06-24 00:00:00
107,593,CLASSIC,1995-06-27 00:00:00
661,4270,CLASSIC,1995-07-03 00:00:00
484,3116,CLASSIC,1995-07-04 00:00:00
501,3197,CLASSIC,1995-07-09 00:00:00
422,2650,JUNIOR,1995-07-11 00:00:00
705,4555,CLASSIC,1995-07-12 00:00:00
410,2569,CLASSIC,1995-07-20 00:00:00
136,778,CLASSIC,1995-07-28 00:00:00
592,3782,JUNIOR,1995-08-07 00:00:00
262,1647,JUNIOR,1995-08-24 00:00:00
18,128,CLASSIC,1995-08-25 00:00:00
3,41,GOLD,1995-09-03 00:00:00
98,537,CLASSIC,1995-09-06 00:00:00
167,1011,CLASSIC,1995-09-15 00:00:00
97,531,JUNIOR,1995-09-19 00:00:00
699,4532,CLASSIC,1995-09-26 00:00:00
342,2157,CLASSIC,1995-09-27 00:00:00
713,4627,CLASSIC,1995-09-30 00:00:00
118,652,CLASSIC,1995-10-22 00:00:00
783,5433,JUNIOR,1995-10-24 00:00:00
1103,11189,CLASSIC,1995-11-04 00:00:00
504,3230,JUNIOR,1995-11-06 00:00:00
261,1629,GOLD,1995-11-09 00:00:00
296,1876,GOLD,1995-11-13 00:00:00
113,629,JUNIOR,1995-11-16 00:00:00
92,508,CLASSIC,1995-11-20 00:00:00
1225,13268,CLASSIC,1995-11-22 00:00:00
393,2498,JUNIOR,1995-12-03 00:00:00
695,4507,CLASSIC,1995-12-15 00:00:00
666,4328,JUNIOR,1995-12-25 00:00:00
462,2978,CLASSIC,1995-12-30 00:00:00
85,489,CLASSIC,1995-12-31 00:00:00
337,2141,CLASSIC,1996-01-01 00:00:00
771,5233,CLASSIC,1996-01-08 00:00:00
379,2431,CLASSIC,1996-01-12 00:00:00
106,592,CLASSIC,1996-01-14 00:00:00
606,3883,CLASSIC,1996-01-22 00:00:00
427,2688,GOLD,1996-01-25 00:00:00
202,1228,CLASSIC,1996-02-04 00:00:00
814,5911,CLASSIC,1996-02-15 00:00:00
1064,10328,CLASSIC,1996-02-17 00:00:00
14,112,CLASSIC,1996-02-17 00:00:00
423,2657,CLASSIC,1996-02-19 00:00:00
989,9119,CLASSIC,1996-02-21 00:00:00
364,2329,CLASSIC,1996-02-29 00:00:00
267,1691,JUNIOR,1996-03-09 00:00:00
621,3970,JUNIOR,1996-03-19 00:00:00
1139,11836,JUNIOR,1996-03-26 00:00:00
725,4715,JUNIOR,1996-03-30 00:00:00
150,859,CLASSIC,1996-03-30 00:00:00
302,1900,CLASSIC,1996-03-31 00:00:00
372,2395,CLASSIC,1996-03-31 00:00:00
499,3187,CLASSIC,1996-04-03 00:00:00
229,1384,CLASSIC,1996-04-05 00:00:00
289,1831,JUNIOR,1996-04-08 00:00:00
1100,11101,JUNIOR,1996-04-10 00:00:00
37,238,CLASSIC,1996-04-20 00:00:00
286,1812,GOLD,1996-04-21 00:00:00
157,907,CLASSIC,1996-04-24 00:00:00
216,1310,JUNIOR,1996-04-24 00:00:00
977,8968,CLASSIC,1996-05-08 00:00:00
183,1080,CLASSIC,1996-05-08 00:00:00
945,8342,JUNIOR,1996-05-09 00:00:00
44,268,JUNIOR,1996-05-17 00:00:00
600,3829,CLASSIC,1996-05-20 00:00:00
127,714,CLASSIC,1996-05-23 00:00:00
764,5159,CLASSIC,1996-05-29 00:00:00
204,1239,JUNIOR,1996-05-30 00:00:00
1134,11742,CLASSIC,1996-05-31 00:00:00
312,1971,CLASSIC,1996-06-08 00:00:00
313,1980,CLASSIC,1996-06-17 00:00:00
641,4116,CLASSIC,1996-06-18 00:00:00
731,4751,CLASSIC,1996-06-23 00:00:00
84,487,CLASSIC,1996-06-26 00:00:00
265,1680,CLASSIC,1996-06-28 00:00:00
1176,12502,GOLD,1996-07-03 00:00:00
1233,13382,CLASSIC,1996-07-06 00:00:00
407,2555,CLASSIC,1996-07-11 00:00:00
320,2045,CLASSIC,1996-07-11 00:00:00
1187,12635,GOLD,1996-07-17 00:00:00
121,666,JUNIOR,1996-07-22 00:00:00
1055,10171,CLASSIC,1996-07-24 00:00:00
303,1912,CLASSIC,1996-08-01 00:00:00
651,4201,JUNIOR,1996-08-02 00:00:00
736,4789,CLASSIC,1996-08-03 00:00:00
24,153,JUNIOR,1996-08-05 00:00:00
587,3763,JUNIOR,1996-08-05 00:00:00
119,655,CLASSIC,1996-08-08 00:00:00
670,4343,CLASSIC,1996-08-08 00:00:00
227,1380,CLASSIC,1996-08-10 00:00:00
1164,12269,CLASSIC,1996-08-12 00:00:00
1043,9974,JUNIOR,1996-08-14 00:00:00
278,1779,CLASSIC,1996-08-15 00:00:00
103,584,JUNIOR,1996-08-17 00:00:00
673,4353,JUNIOR,1996-08-31 00:00:00
38,242,CLASSIC,1996-08-31 00:00:00
470,3036,CLASSIC,1996-09-02 00:00:00
890,7422,CLASSIC,1996-09-08 00:00:00
514,3267,CLASSIC,1996-09-10 00:00:00
741,4832,CLASSIC,1996-09-11 00:00:00
882,7195,CLASSIC,1996-09-11 00:00:00
12,83,JUNIOR,1996-09-11 00:00:00
152,876,CLASSIC,1996-09-16 00:00:00
163,984,CLASSIC,1996-09-18 00:00:00
708,4568,JUNIOR,1996-09-24 00:00:00
1087,10887,CLASSIC,1996-10-06 00:00:00
854,6753,CLASSIC,1996-10-07 00:00:00
601,3830,CLASSIC,1996-10-08 00:00:00
99,548,GOLD,1996-10-09 00:00:00
547,3477,CLASSIC,1996-10-11 00:00:00
40,255,CLASSIC,1996-10-13 00:00:00
220,1333,CLASSIC,1996-10-13 00:00:00
390,2490,CLASSIC,1996-10-14 00:00:00
776,5263,CLASSIC,1996-10-19 00:00:00
197,1202,JUNIOR,1996-10-21 00:00:00
516,3279,CLASSIC,1996-10-25 00:00:00
381,2440,CLASSIC,1996-10-27 00:00:00
1010,9413,CLASSIC,1996-10-27 00:00:00
813,5873,JUNIOR,1996-10-28 00:00:00
272,1754,JUNIOR,1996-10-28 00:00:00
772,5243,CLASSIC,1996-10-30 00:00:00
528,3356,CLASSIC,1996-10-31 00:00:00
1014,9452,CLASSIC,1996-11-02 00:00:00
87,493,CLASSIC,1996-11-02 00:00:00
88,496,CLASSIC,1996-11-04 00:00:00
441,2785,CLASSIC,1996-11-05 00:00:00
562,3583,CLASSIC,1996-11-07 00:00:00
690,4479,CLASSIC,1996-11-07 00:00:00
374,2423,CLASSIC,1996-11-08 00:00:00
57,347,CLASSIC,1996-11-09 00:00:00
722,4684,CLASSIC,1996-11-14 00:00:00
300,1890,CLASSIC,1996-11-20 00:00:00
117,649,JUNIOR,1996-11-23 00:00:00
541,3427,JUNIOR,1996-11-26 00:00:00
294,1861,CLASSIC,1996-12-04 00:00:00
10,77,CLASSIC,1996-12-07 00:00:00
710,4588,JUNIOR,1996-12-10 00:00:00
408,2560,CLASSIC,1996-12-10 00:00:00
363,2324,JUNIOR,1996-12-11 00:00:00
697,4518,CLASSIC,1996-12-11 00:00:00
433,2724,CLASSIC,1996-12-12 00:00:00
642,4137,CLASSIC,1996-12-13 00:00:00
243,1478,CLASSIC,1996-12-13 00:00:00
162,967,JUNIOR,1996-12-23 00:00:00
594,3794,JUNIOR,1996-12-27 00:00:00
609,3893,CLASSIC,1996-12-29 00:00:00
1111,11288,CLASSIC,1996-12-31 00:00:00
786,5478,CLASSIC,1996-12-31 00:00:00
1118,11393,CLASSIC,1997-01-02 00:00:00
175,1040,CLASSIC,1997-01-03 00:00:00
565,3601,GOLD,1997-01-06 00:00:00
714,4638,CLASSIC,1997-01-09 00:00:00
137,786,JUNIOR,1997-01-10 00:00:00
22,138,CLASSIC,1997-01-11 00:00:00
325,2102,CLASSIC,1997-01-12 00:00:00
194,1182,CLASSIC,1997-01-13 00:00:00
668,4340,CLASSIC,1997-01-14 00:00:00
706,4559,GOLD,1997-01-16 00:00:00
850,6644,CLASSIC,1997-01-16 00:00:00
298,1885,CLASSIC,1997-01-17 00:00:00
105,590,CLASSIC,1997-01-17 00:00:00
1036,9735,CLASSIC,1997-01-17 00:00:00
292,1842,GOLD,1997-01-18 00:00:00
112,626,JUNIOR,1997-01-19 00:00:00
678,4405,GOLD,1997-01-20 00:00:00
1093,11011,CLASSIC,1997-01-20 00:00:00
681,4426,CLASSIC,1997-01-22 00:00:00
582,3733,CLASSIC,1997-01-22 00:00:00
729,4740,JUNIOR,1997-01-22 00:00:00
54,334,CLASSIC,1997-01-24 00:00:00
258,1607,CLASSIC,1997-01-26 00:00:00
534,3387,CLASSIC,1997-01-29 00:00:00
667,4333,CLASSIC,1997-01-31 00:00:00
195,1194,CLASSIC,1997-02-03 00:00:00
199,1213,CLASSIC,1997-02-07 00:00:00
490,3136,GOLD,1997-02-07 00:00:00
347,2184,CLASSIC,1997-02-11 00:00:00
210,1253,CLASSIC,1997-02-16 00:00:00
293,1850,CLASSIC,1997-02-17 00:00:00
189,1157,CLASSIC,1997-02-19 00:00:00
324,2074,CLASSIC,1997-02-19 00:00:00
578,3689,JUNIOR,1997-02-21 00:00:00
266,1690,CLASSIC,1997-03-04 00:00:00
568,3615,CLASSIC,1997-03-05 00:00:00
171,1027,CLASSIC,1997-03-05 00:00:00
679,4416,CLASSIC,1997-03-06 00:00:00
841,6468,CLASSIC,1997-03-06 00:00:00
513,3260,CLASSIC,1997-03-15 00:00:00
647,4171,JUNIOR,1997-03-21 00:00:00
665,4318,CLASSIC,1997-03-24 00:00:00
400,2529,CLASSIC,1997-04-06 00:00:00
617,3944,GOLD,1997-04-09 00:00:00
709,4587,JUNIOR,1997-04-11 00:00:00
387,2481,CLASSIC,1997-04-18 00:00:00
226,1378,CLASSIC,1997-04-18 00:00:00
350,2226,CLASSIC,1997-04-20 00:00:00
539,3415,CLASSIC,1997-04-23 00:00:00
583,3735,CLASSIC,1997-04-24 00:00:00
576,3671,CLASSIC,1997-04-30 00:00:00
232,1396,CLASSIC,1997-05-01 00:00:00
730,4749,CLASSIC,1997-05-02 00:00:00
616,3943,CLASSIC,1997-05-05 00:00:00
564,3590,CLASSIC,1997-05-06 00:00:00
82,474,CLASSIC,1997-05-07 00:00:00
1173,12442,CLASSIC,1997-05-08 00:00:00
426,2686,CLASSIC,1997-05-09 00:00:00
791,5521,CLASSIC,1997-05-12 00:00:00
572,3636,JUNIOR,1997-05-16 00:00:00
375,2425,JUNIOR,1997-05-17 00:00:00
69,438,CLASSIC,1997-05-17 00:00:00
607,3885,CLASSIC,1997-05-17 00:00:00
155,900,JUNIOR,1997-05-17 00:00:00
275,1762,CLASSIC,1997-05-20 00:00:00
847,6610,CLASSIC,1997-05-20 00:00:00
399,2527,CLASSIC,1997-05-22 00:00:00
305,1914,CLASSIC,1997-05-23 00:00:00
430,2713,CLASSIC,1997-05-26 00:00:00
349,2214,CLASSIC,1997-05-26 00:00:00
256,1583,CLASSIC,1997-05-26 00:00:00
50,309,CLASSIC,1997-05-28 00:00:00
939,8217,JUNIOR,1997-05-29 00:00:00
110,608,CLASSIC,1997-05-31 00:00:00
184,1089,GOLD,1997-06-03 00:00:00
90,503,CLASSIC,1997-06-04 00:00:00
597,3813,JUNIOR,1997-06-06 00:00:00
471,3037,CLASSIC,1997-06-09 00:00:00
494,3173,CLASSIC,1997-06-10 00:00:00
211,1271,CLASSIC,1997-06-10 00:00:00
353,2259,CLASSIC,1997-06-11 00:00:00
213,1289,GOLD,1997-06-11 00:00:00
1009,9409,GOLD,1997-06-14 00:00:00
297,1883,CLASSIC,1997-06-15 00:00:00
801,5684,CLASSIC,1997-06-15 00:00:00
748,4923,CLASSIC,1997-06-16 00:00:00
133,742,CLASSIC,1997-06-16 00:00:00
316,2013,CLASSIC,1997-06-17 00:00:00
145,819,CLASSIC,1997-06-17 00:00:00
270,1736,JUNIOR,1997-06-17 00:00:00
1178,12542,CLASSIC,1997-06-19 00:00:00
222,1345,CLASSIC,1997-06-19 00:00:00
241,1461,CLASSIC,1997-06-20 00:00:00
280,1793,CLASSIC,1997-06-22 00:00:00
675,4376,CLASSIC,1997-06-23 00:00:00
108,597,CLASSIC,1997-06-25 00:00:00
1196,12805,CLASSIC,1997-06-27 00:00:00
287,1819,JUNIOR,1997-06-28 00:00:00
443,2808,CLASSIC,1997-06-29 00:00:00
1138,11825,CLASSIC,1997-06-29 00:00:00
733,4764,JUNIOR,1997-06-30 00:00:00
311,1954,CLASSIC,1997-07-01 00:00:00
120,662,CLASSIC,1997-07-03 00:00:00
122,667,JUNIOR,1997-07-03 00:00:00
476,3079,CLASSIC,1997-07-06 00:00:00
781,5366,CLASSIC,1997-07-07 00:00:00
588,3765,CLASSIC,1997-07-08 00:00:00
403,2538,JUNIOR,1997-07-12 00:00:00
139,797,CLASSIC,1997-07-14 00:00:00
553,3522,CLASSIC,1997-07-14 00:00:00
625,3987,CLASSIC,1997-07-17 00:00:00
413,2592,JUNIOR,1997-07-20 00:00:00
591,3779,CLASSIC,1997-07-23 00:00:00
694,4504,CLASSIC,1997-07-24 00:00:00
512,3259,CLASSIC,1997-07-24 00:00:00
1095,11023,GOLD,1997-07-28 00:00:00
1059,10235,CLASSIC,1997-07-29 00:00:00
75,457,CLASSIC,1997-07-29 00:00:00
383,2469,CLASSIC,1997-07-30 00:00:00
115,638,CLASSIC,1997-07-30 00:00:00
884,7286,GOLD,1997-07-31 00:00:00
454,2921,CLASSIC,1997-08-01 00:00:00
688,4472,CLASSIC,1997-08-01 00:00:00
936,8030,CLASSIC,1997-08-02 00:00:00
663,4295,CLASSIC,1997-08-06 00:00:00
637,4094,JUNIOR,1997-08-06 00:00:00
511,3257,JUNIOR,1997-08-06 00:00:00
1220,13160,CLASSIC,1997-08-08 00:00:00
628,4007,CLASSIC,1997-08-11 00:00:00
718,4660,CLASSIC,1997-08-12 00:00:00
238,1452,GOLD,1997-08-17 00:00:00
546,3465,JUNIOR,1997-08-19 00:00:00
660,4265,JUNIOR,1997-08-19 00:00:00
491,3151,CLASSIC,1997-08-21 00:00:00
140,798,CLASSIC,1997-08-22 00:00:00
502,3201,CLASSIC,1997-08-22 00:00:00
598,3821,CLASSIC,1997-08-23 00:00:00
355,2267,CLASSIC,1997-08-28 00:00:00
43,267,CLASSIC,1997-08-29 00:00:00
610,3894,CLASSIC,1997-08-29 00:00:00
182,1067,GOLD,1997-08-31 00:00:00
41,256,CLASSIC,1997-08-31 00:00:00
91,504,JUNIOR,1997-09-01 00:00:00
252,1529,CLASSIC,1997-09-02 00:00:00
495,3181,CLASSIC,1997-09-02 00:00:00
259,1610,CLASSIC,1997-09-05 00:00:00
187,1140,CLASSIC,1997-09-07 00:00:00
185,1098,CLASSIC,1997-09-07 00:00:00
1025,9625,CLASSIC,1997-09-08 00:00:00
19,130,CLASSIC,1997-09-09 00:00:00
431,2715,GOLD,1997-09-12 00:00:00
356,2268,CLASSIC,1997-09-13 00:00:00
767,5204,CLASSIC,1997-09-14 00:00:00
537,3405,CLASSIC,1997-09-15 00:00:00
703,4546,CLASSIC,1997-09-17 00:00:00
671,4345,CLASSIC,1997-09-17 00:00:00
896,7567,CLASSIC,1997-09-18 00:00:00
343,2164,CLASSIC,1997-09-21 00:00:00
279,1791,CLASSIC,1997-09-21 00:00:00
622,3981,JUNIOR,1997-09-22 00:00:00
612,3906,CLASSIC,1997-09-22 00:00:00
206,1243,CLASSIC,1997-09-22 00:00:00
190,1165,CLASSIC,1997-09-23 00:00:00
1203,12893,CLASSIC,1997-09-26 00:00:00
234,1424,CLASSIC,1997-09-29 00:00:00
30,202,CLASSIC,1997-10-01 00:00:00
327,2117,CLASSIC,1997-10-03 00:00:00
49,305,CLASSIC,1997-10-03 00:00:00
1115,11375,JUNIOR,1997-10-03 00:00:00
698,4522,GOLD,1997-10-07 00:00:00
874,7127,GOLD,1997-10-07 00:00:00
247,1500,JUNIOR,1997-10-08 00:00:00
656,4235,CLASSIC,1997-10-08 00:00:00
436,2759,CLASSIC,1997-10-09 00:00:00
124,688,CLASSIC,1997-10-10 00:00:00
633,4078,CLASSIC,1997-10-12 00:00:00
428,2698,CLASSIC,1997-10-13 00:00:00
638,4100,GOLD,1997-10-14 00:00:00
153,886,GOLD,1997-10-19 00:00:00
596,3811,CLASSIC,1997-10-19 00:00:00
664,4316,CLASSIC,1997-10-22 00:00:00
251,1525,CLASSIC,1997-10-23 00:00:00
552,3519,CLASSIC,1997-10-25 00:00:00
9,76,CLASSIC,1997-10-25 00:00:00
11,79,GOLD,1997-10-25 00:00:00
650,4194,CLASSIC,1997-10-26 00:00:00
59,365,CLASSIC,1997-10-27 00:00:00
1016,9525,CLASSIC,1997-10-28 00:00:00
359,2299,CLASSIC,1997-10-29 00:00:00
438,2768,CLASSIC,1997-10-30 00:00:00
94,513,CLASSIC,1997-11-06 00:00:00
1056,10220,CLASSIC,1997-11-06 00:00:00
273,1758,CLASSIC,1997-11-07 00:00:00
947,8366,CLASSIC,1997-11-08 00:00:00
93,510,CLASSIC,1997-11-09 00:00:00
762,5132,CLASSIC,1997-11-10 00:00:00
254,1578,CLASSIC,1997-11-11 00:00:00
611,3896,CLASSIC,1997-11-13 00:00:00
648,4188,CLASSIC,1997-11-18 00:00:00
373,2401,CLASSIC,1997-11-18 00:00:00
579,3699,CLASSIC,1997-11-18 00:00:00
555,3544,CLASSIC,1997-11-19 00:00:00
329,2122,GOLD,1997-11-19 00:00:00
707,4560,CLASSIC,1997-11-21 00:00:00
51,321,CLASSIC,1997-11-21 00:00:00
382,2445,GOLD,1997-11-22 00:00:00
472,3056,CLASSIC,1997-11-24 00:00:00
237,1445,CLASSIC,1997-11-25 00:00:00
1234,13386,CLASSIC,1997-11-28 00:00:00
86,490,CLASSIC,1997-11-28 00:00:00
540,3425,CLASSIC,1997-11-29 00:00:00
493,3167,CLASSIC,1997-11-30 00:00:00
532,3382,CLASSIC,1997-11-30 00:00:00
590,3769,CLASSIC,1997-12-02 00:00:00
942,8295,CLASSIC,1997-12-02 00:00:00
33,221,JUNIOR,1997-12-03 00:00:00
739,4821,CLASSIC,1997-12-03 00:00:00
45,272,CLASSIC,1997-12-05 00:00:00
25,158,CLASSIC,1997-12-06 00:00:00
200,1220,GOLD,1997-12-09 00:00:00
268,1707,GOLD,1997-12-11 00:00:00
507,3245,CLASSIC,1997-12-11 00:00:00
569,3616,CLASSIC,1997-12-12 00:00:00
282,1799,GOLD,1997-12-13 00:00:00
536,3404,CLASSIC,1997-12-13 00:00:00
1022,9606,CLASSIC,1997-12-13 00:00:00
1105,11237,CLASSIC,1997-12-13 00:00:00
326,2104,CLASSIC,1997-12-14 00:00:00
380,2434,CLASSIC,1997-12-15 00:00:00
723,4699,CLASSIC,1997-12-15 00:00:00
81,473,CLASSIC,1997-12-17 00:00:00
521,3310,CLASSIC,1997-12-17 00:00:00
608,3890,CLASSIC,1997-12-17 00:00:00
589,3766,JUNIOR,1997-12-20 00:00:00
281,1795,CLASSIC,1997-12-22 00:00:00
891,7434,CLASSIC,1997-12-23 00:00:00
774,5249,CLASSIC,1997-12-25 00:00:00
566,3606,CLASSIC,1997-12-25 00:00:00
575,3667,GOLD,1997-12-25 00:00:00
154,887,CLASSIC,1997-12-28 00:00:00
130,722,CLASSIC,1997-12-29 00:00:00
434,2739,CLASSIC,1997-12-30 00:00:00
83,483,CLASSIC,1998-01-05 00:00:00
593,3787,JUNIOR,1998-01-06 00:00:00
481,3102,JUNIOR,1998-01-06 00:00:00
304,1913,CLASSIC,1998-01-06 00:00:00
149,858,CLASSIC,1998-01-07 00:00:00
659,4258,CLASSIC,1998-01-08 00:00:00
517,3291,CLASSIC,1998-01-09 00:00:00
368,2361,CLASSIC,1998-01-10 00:00:00
482,3104,JUNIOR,1998-01-13 00:00:00
689,4473,CLASSIC,1998-01-15 00:00:00
557,3567,CLASSIC,1998-01-17 00:00:00
897,7576,CLASSIC,1998-01-18 00:00:00
803,5727,CLASSIC,1998-01-19 00:00:00
401,2532,CLASSIC,1998-01-19 00:00:00
760,5126,CLASSIC,1998-01-19 00:00:00
274,1759,CLASSIC,1998-01-21 00:00:00
28,174,JUNIOR,1998-01-22 00:00:00
904,7672,CLASSIC,1998-01-22 00:00:00
474,3066,JUNIOR,1998-01-24 00:00:00
214,1292,CLASSIC,1998-01-24 00:00:00
55,335,CLASSIC,1998-01-25 00:00:00
340,2155,CLASSIC,1998-01-25 00:00:00
724,4701,GOLD,1998-01-27 00:00:00
67,429,JUNIOR,1998-01-28 00:00:00
236,1440,JUNIOR,1998-01-29 00:00:00
68,434,CLASSIC,1998-01-31 00:00:00
348,2203,CLASSIC,1998-02-02 00:00:00
65,414,CLASSIC,1998-02-02 00:00:00
1239,13442,JUNIOR,1998-02-02 00:00:00
165,996,JUNIOR,1998-02-04 00:00:00
249,1517,CLASSIC,1998-02-06 00:00:00
246,1492,CLASSIC,1998-02-08 00:00:00
720,4674,JUNIOR,1998-02-09 00:00:00
518,3292,GOLD,1998-02-10 00:00:00
459,2958,GOLD,1998-02-11 00:00:00
655,4231,CLASSIC,1998-02-13 00:00:00
624,3985,JUNIOR,1998-02-13 00:00:00
398,2522,CLASSIC,1998-02-14 00:00:00
796,5579,CLASSIC,1998-02-20 00:00:00
100,562,GOLD,1998-02-21 00:00:00
574,3640,JUNIOR,1998-02-23 00:00:00
360,2308,CLASSIC,1998-02-24 00:00:00
391,2493,CLASSIC,1998-02-24 00:00:00
283,1800,CLASSIC,1998-02-25 00:00:00
726,4721,CLASSIC,1998-02-26 00:00:00
132,731,JUNIOR,1998-02-26 00:00:00
463,2982,CLASSIC,1998-02-26 00:00:00
21,132,CLASSIC,1998-02-26 00:00:00
529,3357,CLASSIC,1998-02-27 00:00:00
946,8359,JUNIOR,1998-02-28 00:00:00
419,2626,CLASSIC,1998-02-28 00:00:00
248,1512,CLASSIC,1998-03-01 00:00:00
215,1296,CLASSIC,1998-03-02 00:00:00
225,1359,CLASSIC,1998-03-03 00:00:00
643,4157,CLASSIC,1998-03-04 00:00:00
844,6567,JUNIOR,1998-03-04 00:00:00
672,4349,CLASSIC,1998-03-07 00:00:00
276,1765,CLASSIC,1998-03-07 00:00:00
1230,13312,CLASSIC,1998-03-08 00:00:00
599,3824,GOLD,1998-03-08 00:00:00
72,447,CLASSIC,1998-03-09 00:00:00
1199,12826,CLASSIC,1998-03-09 00:00:00
48,295,CLASSIC,1998-03-10 00:00:00
58,358,CLASSIC,1998-03-11 00:00:00
334,2133,CLASSIC,1998-03-13 00:00:00
2,19,CLASSIC,1998-03-13 00:00:00
228,1382,JUNIOR,1998-03-15 00:00:00
244,1480,CLASSIC,1998-03-16 00:00:00
1189,12683,CLASSIC,1998-03-17 00:00:00
198,1211,JUNIOR,1998-03-18 00:00:00
34,225,CLASSIC,1998-03-20 00:00:00
535,3395,CLASSIC,1998-03-22 00:00:00
269,1718,GOLD,1998-03-22 00:00:00
515,3268,CLASSIC,1998-03-23 00:00:00
290,1833,CLASSIC,1998-03-24 00:00:00
315,2005,JUNIOR,1998-03-24 00:00:00
784,5461,CLASSIC,1998-03-24 00:00:00
63,378,JUNIOR,1998-03-27 00:00:00
417,2619,CLASSIC,1998-03-30 00:00:00
619,3958,CLASSIC,1998-04-01 00:00:00
191,1168,JUNIOR,1998-04-02 00:00:00
965,8636,CLASSIC,1998-04-02 00:00:00
444,2815,GOLD,1998-04-03 00:00:00
370,2374,CLASSIC,1998-04-03 00:00:00
156,906,JUNIOR,1998-04-07 00:00:00
492,3166,CLASSIC,1998-04-09 00:00:00
52,326,GOLD,1998-04-10 00:00:00
71,441,CLASSIC,1998-04-11 00:00:00
775,5253,GOLD,1998-04-11 00:00:00
330,2124,CLASSIC,1998-04-11 00:00:00
510,3256,CLASSIC,1998-04-13 00:00:00
170,1020,CLASSIC,1998-04-16 00:00:00
338,2146,CLASSIC,1998-04-16 00:00:00
755,5002,CLASSIC,1998-04-16 00:00:00
451,2888,JUNIOR,1998-04-16 00:00:00
263,1668,GOLD,1998-04-17 00:00:00
602,3846,JUNIOR,1998-04-18 00:00:00
498,3186,CLASSIC,1998-04-18 00:00:00
933,7959,JUNIOR,1998-04-21 00:00:00
89,497,CLASSIC,1998-04-22 00:00:00
761,5128,GOLD,1998-04-23 00:00:00
176,1049,CLASSIC,1998-04-25 00:00:00
1102,11183,CLASSIC,1998-04-25 00:00:00
109,605,CLASSIC,1998-04-26 00:00:00
421,2644,CLASSIC,1998-04-27 00:00:00
918,7796,CLASSIC,1998-04-27 00:00:00
680,4417,CLASSIC,1998-04-29 00:00:00
824,6196,CLASSIC,1998-04-29 00:00:00
448,2864,CLASSIC,1998-04-29 00:00:00
1194,12781,JUNIOR,1998-04-30 00:00:00
331,2125,GOLD,1998-05-01 00:00:00
734,4765,CLASSIC,1998-05-01 00:00:00
235,1438,CLASSIC,1998-05-02 00:00:00
284,1807,CLASSIC,1998-05-07 00:00:00
412,2585,CLASSIC,1998-05-09 00:00:00
64,402,CLASSIC,1998-05-10 00:00:00
186,1133,GOLD,1998-05-12 00:00:00
458,2951,GOLD,1998-05-14 00:00:00
465,2995,CLASSIC,1998-05-15 00:00:00
457,2948,JUNIOR,1998-05-16 00:00:00
456,2929,CLASSIC,1998-05-16 00:00:00
645,4166,CLASSIC,1998-05-17 00:00:00
