loan_id,account_id,date,amount,duration,payments,status,payduration
5599,3064,1995-03-21 00:00:00,15420,1,1285,A,8
6546,7607,1995-03-27 00:00:00,31728,2,1322,A,16
5414,2228,1995-03-29 00:00:00,185952,4,3874,C,25
5453,2361,1995-04-01 00:00:00,156672,3,4352,A,19
5740,3752,1995-04-02 00:00:00,18564,1,1547,A,6
5804,4079,1995-04-05 00:00:00,158976,4,3312,C,25
6745,8625,1995-04-10 00:00:00,47304,2,1971,A,12
6950,9591,1995-04-11 00:00:00,104712,2,4363,A,12
6996,9828,1995-04-13 00:00:00,126600,2,5275,A,12
5352,1993,1995-04-15 00:00:00,68400,1,5700,B,6
6151,5628,1995-04-25 00:00:00,225420,5,3757,C,31
5310,1762,1995-04-28 00:00:00,248148,3,6893,A,19
5045,347,1995-05-01 00:00:00,187224,2,7801,B,12
6929,9472,1995-05-08 00:00:00,36396,1,3033,A,6
5151,960,1995-05-24 00:00:00,189060,5,3151,C,31
5212,1256,1995-05-29 00:00:00,71064,3,1974,A,19
5138,854,1995-05-30 00:00:00,87216,4,1817,C,42
5713,3629,1995-05-30 00:00:00,158760,5,2646,C,53
6704,8377,1995-06-01 00:00:00,417060,5,6951,C,53
6474,7190,1995-06-06 00:00:00,63360,5,1056,C,53
6676,8159,1995-06-13 00:00:00,29784,2,1241,A,21
6965,9656,1995-06-13 00:00:00,139536,2,5814,A,21
6725,8489,1995-06-23 00:00:00,265320,3,7370,A,32
7166,10630,1995-06-24 00:00:00,198240,2,8260,A,21
7138,10440,1995-07-03 00:00:00,60000,5,1000,C,53
5970,4774,1995-07-09 00:00:00,465072,4,9689,C,42
6157,5650,1995-07-10 00:00:00,98592,2,4108,A,21
6153,5632,1995-07-25 00:00:00,285600,5,4760,C,53
5693,3489,1995-08-01 00:00:00,44088,2,1837,A,21
5922,4580,1995-08-05 00:00:00,20220,1,1685,A,10
5959,4727,1995-08-11 00:00:00,107640,2,4485,A,17
5980,4825,1995-08-18 00:00:00,21396,1,1783,A,8
6764,8776,1995-08-26 00:00:00,33984,4,708,C,34
5237,1375,1995-08-29 00:00:00,45336,2,1889,A,17
6726,8492,1995-09-03 00:00:00,85860,5,1431,C,43
6933,9493,1995-09-09 00:00:00,188688,4,3931,C,34
5145,915,1995-09-16 00:00:00,309552,4,6449,C,34
7008,9897,1995-09-22 00:00:00,36168,1,3014,A,8
7227,10942,1995-10-02 00:00:00,314520,5,5242,C,43
6600,7861,1995-10-08 00:00:00,21852,3,607,A,26
6712,8405,1995-10-14 00:00:00,266220,5,4437,C,43
7057,10093,1995-10-20 00:00:00,231696,3,6436,A,26
7176,10663,1995-10-28 00:00:00,260028,3,7223,A,26
7304,11349,1995-10-29 00:00:00,419880,5,6998,C,43
6362,6738,1995-10-31 00:00:00,37908,1,3159,A,1
5880,4423,1995-10-31 00:00:00,73836,3,2051,A,3
6535,7546,1995-11-02 00:00:00,41952,1,3496,A,1
5449,2343,1995-11-04 00:00:00,99336,2,4139,A,2
6342,6609,1995-11-12 00:00:00,60156,3,1671,B,3
5409,2218,1995-11-18 00:00:00,182040,5,3034,C,5
6955,9627,1995-11-22 00:00:00,244368,4,5091,C,4
6985,9731,1995-11-22 00:00:00,113796,3,3161,A,3
5125,789,1995-11-23 00:00:00,73056,4,1522,C,4
5805,4081,1995-11-28 00:00:00,137904,2,5746,B,2
6185,5774,1995-11-28 00:00:00,31176,2,1299,A,2
7243,11042,1995-12-04 00:00:00,217152,3,6032,A,3
6403,6924,1995-12-05 00:00:00,194880,4,4060,C,4
6578,7765,1995-12-11 00:00:00,27984,1,2332,A,1
5413,2227,1995-12-12 00:00:00,92976,2,3874,A,10
6949,9583,1995-12-12 00:00:00,104712,2,4363,A,10
6545,7606,1995-12-12 00:00:00,191880,5,3198,C,26
6178,5742,1995-12-16 00:00:00,232560,4,4845,C,21
5160,1011,1995-12-18 00:00:00,204000,5,3400,C,26
6785,8899,1995-12-25 00:00:00,125340,5,2089,C,26
6540,7562,1995-12-31 00:00:00,309600,4,6450,C,21
6589,7815,1996-01-01 00:00:00,189696,2,7904,A,10
5900,4503,1996-01-01 00:00:00,135360,4,2820,C,21
5999,4907,1996-01-03 00:00:00,98832,4,2059,C,21
6043,5126,1996-01-11 00:00:00,20352,4,424,C,21
5482,2496,1996-01-12 00:00:00,165120,5,2752,C,26
7263,11138,1996-01-19 00:00:00,89880,2,3745,A,10
6013,4995,1996-02-03 00:00:00,128988,3,3583,D,16
5750,3804,1996-02-08 00:00:00,63252,1,5271,A,3
6027,5066,1996-02-10 00:00:00,61656,2,2569,B,6
6303,6400,1996-02-12 00:00:00,72408,2,3017,B,6
7213,10884,1996-02-13 00:00:00,113544,3,3154,C,10
6659,8092,1996-02-20 00:00:00,56100,5,935,C,16
6175,5735,1996-02-21 00:00:00,290700,5,4845,D,16
5610,3112,1996-02-24 00:00:00,123216,4,2567,C,13
5563,2912,1996-02-29 00:00:00,380160,5,6336,C,16
5989,4852,1996-03-04 00:00:00,213300,3,5925,C,10
6698,8327,1996-03-10 00:00:00,247728,4,5161,C,13
5312,1772,1996-03-13 00:00:00,202788,3,5633,C,10
7189,10728,1996-03-21 00:00:00,154656,4,3222,C,13
6816,9017,1996-03-26 00:00:00,100224,4,2088,D,13
6137,5574,1996-04-10 00:00:00,44628,1,3719,A,3
5128,808,1996-04-11 00:00:00,215616,4,4492,D,30
5470,2456,1996-04-15 00:00:00,200976,4,4187,C,30
5593,3037,1996-04-18 00:00:00,277884,3,7719,D,23
5350,1967,1996-04-21 00:00:00,249312,4,5194,C,30
6063,5213,1996-04-25 00:00:00,320976,4,6687,D,30
6501,7418,1996-04-29 00:00:00,30276,1,2523,B,7
5452,2352,1996-04-29 00:00:00,49440,5,824,C,38
4961,19,1996-04-29 00:00:00,30276,1,2523,B,7
4973,67,1996-05-02 00:00:00,165960,2,6915,A,15
6190,5794,1996-05-06 00:00:00,123600,5,2060,C,38
6715,8411,1996-05-06 00:00:00,220620,5,3677,C,38
5892,4462,1996-05-14 00:00:00,66480,2,2770,B,15
6550,7614,1996-05-18 00:00:00,320592,4,6679,C,30
5706,3608,1996-05-24 00:00:00,161496,3,4486,C,23
5148,940,1996-05-29 00:00:00,284280,5,4738,C,38
6734,8547,1996-05-30 00:00:00,173016,3,4806,C,35
6109,5422,1996-06-03 00:00:00,368880,5,6148,C,59
6961,9645,1996-06-06 00:00:00,176148,3,4893,C,35
6810,9006,1996-06-08 00:00:00,186384,4,3883,C,47
5494,2572,1996-06-13 00:00:00,360000,4,7500,C,47
5311,1766,1996-06-15 00:00:00,30060,5,501,C,59
5445,2322,1996-06-29 00:00:00,46320,2,1930,A,23
5301,1698,1996-07-06 00:00:00,141948,3,3943,C,35
7034,10001,1996-07-11 00:00:00,19044,3,529,C,35
6751,8680,1996-07-14 00:00:00,85716,3,2381,C,35
6667,8127,1996-07-15 00:00:00,155880,2,6495,A,23
6130,5541,1996-07-18 00:00:00,32640,4,680,C,47
5429,2268,1996-07-18 00:00:00,20196,3,561,C,35
5725,3679,1996-07-23 00:00:00,444864,4,9268,C,47
6019,5033,1996-07-25 00:00:00,11400,1,950,A,10
6421,6985,1996-07-25 00:00:00,96768,3,2688,C,30
6992,9790,1996-07-27 00:00:00,133968,4,2791,C,40
5136,846,1996-07-28 00:00:00,187104,2,7796,A,20
5337,1886,1996-07-31 00:00:00,162468,3,4513,C,30
5495,2580,1996-08-02 00:00:00,89340,-5,1489,C,50
7013,9928,1996-08-02 00:00:00,89340,5,1489,C,50
6012,4994,1996-08-03 00:00:00,258444,3,7179,C,30
6471,7184,1996-08-04 00:00:00,155640,2,6485,A,20
6296,6358,1996-08-06 00:00:00,270384,4,5633,C,40
7305,11359,1996-08-06 00:00:00,54024,1,4502,A,10
6144,5593,1996-08-09 00:00:00,44376,1,3698,A,10
6283,6289,1996-08-11 00:00:00,85632,4,1784,C,40
7246,11054,1996-08-20 00:00:00,148920,5,2482,C,11
5088,544,1996-08-22 00:00:00,91152,2,3798,A,4
5988,4851,1996-08-22 00:00:00,141648,2,5902,A,4
7241,11021,1995-03-04 00:00:00,168984,2,7041,B,16
5282,1583,1996-08-24 00:00:00,388512,4,8094,D,9
5938,4650,1996-08-25 00:00:00,402000,5,6700,C,11
5606,3084,1996-08-28 00:00:00,253512,3,7042,D,7
5385,2143,1996-09-09 00:00:00,71460,3,1985,C,7
6865,9199,1996-09-11 00:00:00,29448,1,2454,B,2
5586,2994,1996-09-14 00:00:00,48744,3,1354,C,7
6302,6397,1996-09-16 00:00:00,181020,5,3017,C,11
7194,10762,1996-09-17 00:00:00,68832,3,1912,C,7
6461,7136,1996-09-19 00:00:00,74124,3,2059,C,7
6732,8533,1996-09-19 00:00:00,174048,4,3626,C,9
6613,7926,1996-09-22 00:00:00,84120,2,3505,A,4
7036,10019,1996-09-25 00:00:00,194940,3,5415,C,1
5897,4476,1996-09-25 00:00:00,15192,2,633,A,0
6995,9814,1996-09-26 00:00:00,96168,1,8014,A,0
5415,2236,1996-09-26 00:00:00,139464,3,3874,D,1
7136,10436,1996-09-28 00:00:00,54396,3,1511,C,1
7271,11186,1996-10-02 00:00:00,392460,5,6541,C,1
5375,2106,1996-10-03 00:00:00,101520,1,8460,A,0
5635,3230,1996-10-04 00:00:00,77184,3,2144,C,1
6817,9024,1996-10-04 00:00:00,70656,4,1472,C,1
5923,4585,1996-10-10 00:00:00,64656,4,1347,C,1
5329,1862,1996-10-16 00:00:00,396120,5,6602,C,1
6644,8039,1996-10-20 00:00:00,93600,2,3900,A,0
6354,6688,1996-10-23 00:00:00,22968,3,638,C,1
5082,501,1996-10-24 00:00:00,262980,5,4383,C,1
6585,7795,1996-10-29 00:00:00,372120,5,6202,C,23
6921,9422,1996-10-29 00:00:00,86184,1,7182,A,4
5366,2062,1996-10-29 00:00:00,86184,1,7182,A,4
5886,4447,1996-10-31 00:00:00,192744,3,5354,C,14
5741,3754,1996-11-03 00:00:00,68544,2,2856,A,9
4996,132,1996-11-06 00:00:00,88440,1,7370,A,4
6015,5001,1996-11-09 00:00:00,110112,2,4588,A,9
6309,6434,1996-11-11 00:00:00,110136,2,4589,A,9
6073,5263,1996-11-12 00:00:00,276300,5,4605,C,23
6006,4948,1996-11-15 00:00:00,359760,5,5996,C,23
5611,3115,1996-11-15 00:00:00,321180,5,5353,C,23
6944,9548,1996-11-15 00:00:00,46176,4,962,C,18
7101,10297,1996-11-18 00:00:00,421008,4,8771,C,18
6599,7859,1996-11-19 00:00:00,72120,1,6010,A,4
6940,9510,1996-11-22 00:00:00,228276,3,6341,C,26
5209,1250,1996-11-25 00:00:00,182640,4,3805,C,35
5388,2153,1996-11-28 00:00:00,61560,1,5130,A,8
6011,4981,1996-11-28 00:00:00,179328,4,3736,C,35
5591,3021,1996-12-04 00:00:00,155616,4,3242,C,35
7154,10520,1996-12-05 00:00:00,417600,5,6960,C,44
7130,10411,1996-12-11 00:00:00,123402,2,5142,A,17
6818,9030,1996-12-12 00:00:00,155616,4,3242,C,35
5625,3189,1996-12-15 00:00:00,222180,5,3703,D,44
6805,8972,1996-12-21 00:00:00,45024,4,938,C,35
7233,10963,1996-12-25 00:00:00,115812,3,3217,C,26
7308,11362,1996-12-27 00:00:00,129408,2,5392,A,17
5895,4473,1997-01-03 00:00:00,93960,5,1566,C,44
7122,10365,1997-01-04 00:00:00,260640,3,7240,D,26
6173,5724,1997-01-08 00:00:00,232560,4,4845,C,28
6142,5591,1997-01-21 00:00:00,221880,5,3698,C,35
5358,2018,1997-01-21 00:00:00,38520,1,3210,A,7
6095,5358,1997-01-24 00:00:00,68340,5,1139,C,35
6878,9242,1997-01-24 00:00:00,23184,1,1932,A,7
6554,7637,1997-01-29 00:00:00,390096,4,8127,C,28
6793,8931,1997-01-30 00:00:00,186300,5,3105,C,35
7286,11271,1997-01-31 00:00:00,67320,3,1870,C,21
6076,5269,1997-02-02 00:00:00,117420,5,1957,C,35
5134,825,1997-02-02 00:00:00,53076,1,4423,A,7
5419,2246,1997-02-05 00:00:00,415800,5,6930,C,35
6255,6158,1997-02-08 00:00:00,247920,4,5165,D,28
5656,3353,1997-02-09 00:00:00,146064,2,6086,C,14
6934,9494,1997-02-09 00:00:00,116832,1,9736,A,7
6028,5072,1997-02-09 00:00:00,317520,5,5292,C,56
6490,7262,1997-02-10 00:00:00,73260,5,1221,C,56
6415,6950,1997-02-12 00:00:00,475680,4,9910,C,45
7087,10215,1997-02-20 00:00:00,44304,2,1846,C,22
5420,2247,1997-02-24 00:00:00,72504,2,3021,C,22
5977,4803,1997-02-25 00:00:00,59136,4,1232,C,45
6824,9052,1997-02-26 00:00:00,71976,2,2999,D,22
5207,1244,1997-02-28 00:00:00,35904,4,748,C,45
7115,10351,1997-03-04 00:00:00,88704,4,1848,C,45
7250,11069,1997-03-04 00:00:00,119136,4,2482,C,45
6010,4969,1997-03-06 00:00:00,150180,5,2503,C,56
6088,5317,1997-03-07 00:00:00,90180,3,2505,C,33
5682,3455,1997-03-07 00:00:00,67464,1,5622,A,11
7201,10807,1997-03-07 00:00:00,67464,1,5622,A,11
6938,9504,1997-03-10 00:00:00,341280,5,5688,C,18
6875,9235,1997-03-13 00:00:00,83280,4,1735,C,14
5953,4715,1997-03-14 00:00:00,97176,2,4049,C,7
5942,4681,1997-03-15 00:00:00,162624,4,3388,C,14
5382,2134,1997-03-17 00:00:00,22932,3,637,C,10
6377,6792,1997-03-17 00:00:00,17184,1,1432,A,3
5931,4618,1997-03-17 00:00:00,66696,2,2779,D,7
5992,4863,1997-03-18 00:00:00,76080,1,6340,A,3
5790,4033,1997-03-20 00:00:00,84288,4,1756,C,14
6753,8688,1997-03-20 00:00:00,67980,1,5665,A,3
6562,7674,1997-03-21 00:00:00,94488,2,3937,C,7
7046,10049,1997-03-28 00:00:00,91632,1,7636,A,3
5868,4361,1997-03-29 00:00:00,90156,1,7513,A,3
5784,3967,1997-03-29 00:00:00,84600,3,2350,D,10
5878,4415,1997-04-01 00:00:00,74040,1,6170,A,1
5110,675,1997-04-01 00:00:00,102240,5,1704,C,8
5210,1252,1997-04-01 00:00:00,148140,3,4115,C,5
7230,10954,1997-04-02 00:00:00,18720,5,312,C,8
5005,176,1997-04-10 00:00:00,27456,1,2288,A,1
6871,9225,1997-04-13 00:00:00,164256,4,3422,C,6
5363,2051,1997-04-22 00:00:00,293880,5,4898,D,8
7253,11079,1997-04-26 00:00:00,98304,1,8192,A,1
6055,5181,1997-04-28 00:00:00,399120,5,6652,C,8
5072,472,1997-04-28 00:00:00,196800,2,8200,D,3
6913,9377,1997-04-29 00:00:00,99936,2,4164,C,3
6386,6856,1997-04-30 00:00:00,124344,3,3454,C,5
5634,3229,1997-05-01 00:00:00,39024,1,3252,A,1
5758,3859,1997-05-02 00:00:00,307200,5,5120,D,8
6819,9031,1997-05-03 00:00:00,50112,2,2088,C,11
7088,10233,1997-05-03 00:00:00,239160,5,3986,C,29
5039,314,1997-05-03 00:00:00,66840,2,2785,C,11
5532,2754,1997-05-04 00:00:00,335280,4,6985,C,23
6037,5118,1997-05-04 00:00:00,53232,4,1109,C,23
6322,6510,1997-05-06 00:00:00,76992,2,3208,C,11
6887,9263,1997-05-08 00:00:00,39576,1,3298,A,5
6660,8094,1997-05-09 00:00:00,220428,3,6123,C,17
5451,2350,1997-05-11 00:00:00,159744,4,3328,C,23
6014,4999,1997-05-18 00:00:00,165168,3,4588,C,17
5556,2872,1997-05-19 00:00:00,268320,5,4472,C,29
6346,6649,1997-05-22 00:00:00,100260,5,1671,C,29
5850,4293,1997-05-22 00:00:00,164196,3,4561,C,17
5940,4660,1997-05-28 00:00:00,106944,2,4456,C,11
7119,10361,1997-06-02 00:00:00,86880,1,7240,A,4
5253,1447,1997-06-03 00:00:00,100080,4,2085,C,16
6851,9138,1997-06-03 00:00:00,272220,5,4537,D,20
6695,8320,1997-06-04 00:00:00,309660,5,5161,C,20
6908,9353,1997-06-08 00:00:00,188616,2,7859,C,8
7255,11096,1997-06-09 00:00:00,213300,5,3555,C,20
5674,3418,1997-06-10 00:00:00,207264,4,4318,C,16
6278,6265,1997-06-10 00:00:00,87360,2,3640,C,8
5486,2516,1997-06-13 00:00:00,466608,4,9721,C,16
5174,1093,1997-06-13 00:00:00,385104,4,8023,C,16
6621,7957,1997-06-14 00:00:00,42900,1,3575,A,4
6313,6461,1997-06-15 00:00:00,150912,3,4192,C,12
6435,7045,1997-06-16 00:00:00,288720,4,6015,C,16
6970,9677,1997-06-17 00:00:00,31620,5,527,C,41
6310,6440,1997-06-17 00:00:00,34572,1,2881,A,8
5932,4626,1997-06-18 00:00:00,33348,1,2779,A,8
6877,9241,1997-06-19 00:00:00,285240,5,4754,C,41
6763,8772,1997-06-19 00:00:00,88272,4,1839,C,33
7085,10202,1997-06-19 00:00:00,305424,4,6363,C,33
7049,10063,1997-06-24 00:00:00,233424,3,6484,C,24
6959,9633,1997-06-30 00:00:00,59448,2,2477,D,16
5214,1270,1997-07-01 00:00:00,74772,3,2077,C,24
6350,6678,1997-07-09 00:00:00,294384,4,6133,C,33
5063,442,1997-07-10 00:00:00,357840,4,7455,D,33
5041,319,1997-07-11 00:00:00,369000,5,6150,C,41
5086,525,1997-07-16 00:00:00,210384,4,4383,C,33
6942,9513,1997-07-16 00:00:00,18324,1,1527,A,8
5270,1528,1997-07-21 00:00:00,191088,4,3981,C,2
6705,8381,1997-07-25 00:00:00,333648,4,6951,D,2
7051,10068,1997-07-28 00:00:00,77808,1,6484,A,0
6758,8742,1997-07-29 00:00:00,33144,1,2762,A,0
6249,6138,1997-07-30 00:00:00,67608,2,2817,C,1
5808,4099,1997-07-31 00:00:00,41856,4,872,C,2
5377,2116,1997-08-04 00:00:00,92400,1,7700,A,0
5446,2334,1997-08-04 00:00:00,48312,2,2013,C,1
5856,4320,1997-08-09 00:00:00,51360,1,4280,B,0
4986,97,1997-08-10 00:00:00,102876,1,8573,A,0
7001,9859,1997-08-10 00:00:00,300600,5,5010,C,3
6677,8169,1997-08-12 00:00:00,97980,5,1633,C,3
6665,8114,1997-08-15 00:00:00,99300,5,1655,C,3
5817,4127,1997-08-15 00:00:00,100800,2,4200,D,1
6984,9730,1997-08-15 00:00:00,116040,5,1934,C,3
6541,7565,1997-08-17 00:00:00,153504,4,3198,C,42
5117,718,1997-08-20 00:00:00,76944,1,6412,A,10
6097,5362,1997-08-21 00:00:00,202848,4,4226,C,42
5389,2165,1997-08-22 00:00:00,78600,2,3275,C,21
7219,10905,1997-08-23 00:00:00,57120,4,1190,C,42
6338,6592,1997-08-24 00:00:00,390660,5,6511,C,53
6922,9424,1997-08-26 00:00:00,83628,3,2323,C,31
5367,2064,1997-08-26 00:00:00,83628,3,2323,C,31
5638,3249,1997-08-27 00:00:00,68124,1,5677,A,10
5830,4190,1997-08-28 00:00:00,405780,5,6763,C,53
