account_id,district_id,frequency,date
11295,74,ONCE A MONTH,1993-01-21 00:00:00
2970,60,ONCE A MONTH,1993-01-22 00:00:00
2676,73,ONCE A MONTH,1993-01-22 00:00:00
1536,41,ONCE A WEEK,1993-01-22 00:00:00
1179,74,ONCE A MONTH,1993-01-23 00:00:00
280,25,ONCE A MONTH,1993-01-23 00:00:00
2425,41,ONCE A MONTH,1993-01-23 00:00:00
9307,68,ONCE A MONTH,1993-01-24 00:00:00
4055,23,ONCE A MONTH,1993-01-24 00:00:00
5065,66,ONCE A MONTH,1993-01-24 00:00:00
3704,75,ONCE A MONTH,1993-01-24 00:00:00
477,1,ONCE A MONTH,1993-01-25 00:00:00
5891,54,ONCE A MONTH,1993-01-25 00:00:00
1000,77,ONCE A MONTH,1993-01-25 00:00:00
1750,1,ONCE A MONTH,1993-01-26 00:00:00
2023,68,ONCE A MONTH,1993-01-26 00:00:00
6473,12,ONCE A MONTH,1993-01-26 00:00:00
1649,46,ONCE A MONTH,1993-01-26 00:00:00
2670,13,ONCE A MONTH,1993-01-27 00:00:00
1127,27,ONCE A MONTH,1993-01-27 00:00:00
163,30,ONCE A MONTH,1993-01-27 00:00:00
2566,48,ONCE A MONTH,1993-01-27 00:00:00
9,70,ONCE A MONTH,1993-01-27 00:00:00
1144,59,ONCE A MONTH,1993-01-28 00:00:00
2902,32,ONCE A MONTH,1993-01-28 00:00:00
4296,63,ONCE A MONTH,1993-01-28 00:00:00
443,64,ONCE A MONTH,1993-01-28 00:00:00
3693,61,ONCE A MONTH,1993-01-29 00:00:00
2070,72,ONCE A MONTH,1993-01-29 00:00:00
1843,12,ONCE A MONTH,1993-01-30 00:00:00
2714,1,ONCE A MONTH,1993-01-30 00:00:00
4078,40,ONCE A MONTH,1993-01-30 00:00:00
5868,44,ONCE A MONTH,1993-02-02 00:00:00
1805,1,ONCE A MONTH,1993-02-02 00:00:00
2434,17,ONCE A MONTH,1993-02-02 00:00:00
3007,16,ONCE A MONTH,1993-02-02 00:00:00
2574,68,ONCE A MONTH,1993-02-02 00:00:00
862,64,ONCE A WEEK,1993-02-02 00:00:00
1132,1,ONCE A WEEK,1993-02-03 00:00:00
4484,54,ONCE A MONTH,1993-02-03 00:00:00
943,1,ONCE A MONTH,1993-02-03 00:00:00
3514,7,ONCE A MONTH,1993-02-03 00:00:00
3983,67,ONCE A MONTH,1993-02-04 00:00:00
9265,1,ONCE A MONTH,1993-02-04 00:00:00
465,32,ONCE A MONTH,1993-02-04 00:00:00
982,54,ONCE A MONTH,1993-02-05 00:00:00
411,70,ONCE A MONTH,1993-02-05 00:00:00
890,14,ONCE A MONTH,1993-02-05 00:00:00
627,63,ONCE A MONTH,1993-02-05 00:00:00
2429,61,ONCE A MONTH,1993-02-06 00:00:00
3960,64,ONCE A MONTH,1993-02-06 00:00:00
2256,48,ONCE A MONTH,1993-02-06 00:00:00
8051,1,ONCE A WEEK,1993-02-07 00:00:00
2647,73,ONCE A MONTH,1993-02-08 00:00:00
2241,6,ONCE A MONTH,1993-02-08 00:00:00
5622,70,ONCE A MONTH,1993-02-08 00:00:00
2884,1,ONCE A MONTH,1993-02-08 00:00:00
1830,10,ONCE A MONTH,1993-02-08 00:00:00
7753,74,ONCE A MONTH,1993-02-08 00:00:00
244,24,ONCE A MONTH,1993-02-08 00:00:00
1477,1,ONCE A MONTH,1993-02-08 00:00:00
4240,50,ONCE A MONTH,1993-02-08 00:00:00
1006,6,ONCE A MONTH,1993-02-08 00:00:00
830,74,ONCE A MONTH,1993-02-08 00:00:00
9188,45,ONCE A MONTH,1993-02-08 00:00:00
1965,57,AFTER DEAL,1993-02-08 00:00:00
1134,6,ONCE A MONTH,1993-02-09 00:00:00
1601,10,ONCE A MONTH,1993-02-09 00:00:00
2861,38,ONCE A MONTH,1993-02-10 00:00:00
813,16,ONCE A MONTH,1993-02-10 00:00:00
2585,75,ONCE A MONTH,1993-02-10 00:00:00
2220,16,ONCE A MONTH,1993-02-10 00:00:00
2763,64,ONCE A MONTH,1993-02-11 00:00:00
2342,51,ONCE A MONTH,1993-02-11 00:00:00
1944,72,ONCE A MONTH,1993-02-12 00:00:00
1966,27,ONCE A MONTH,1993-02-12 00:00:00
2543,68,ONCE A MONTH,1993-02-13 00:00:00
2293,31,ONCE A MONTH,1993-02-13 00:00:00
11013,1,ONCE A WEEK,1993-02-14 00:00:00
2423,30,ONCE A MONTH,1993-02-14 00:00:00
142,51,ONCE A MONTH,1993-02-15 00:00:00
3424,74,ONCE A MONTH,1993-02-16 00:00:00
539,13,AFTER DEAL,1993-02-16 00:00:00
979,21,ONCE A MONTH,1993-02-16 00:00:00
3554,66,ONCE A MONTH,1993-02-16 00:00:00
3545,51,ONCE A MONTH,1993-02-17 00:00:00
3047,16,ONCE A MONTH,1993-02-17 00:00:00
3374,21,ONCE A MONTH,1993-02-17 00:00:00
96,68,ONCE A MONTH,1993-02-18 00:00:00
461,30,ONCE A MONTH,1993-02-18 00:00:00
3593,1,ONCE A MONTH,1993-02-18 00:00:00
3026,24,ONCE A MONTH,1993-02-18 00:00:00
1054,10,ONCE A MONTH,1993-02-19 00:00:00
2433,71,ONCE A MONTH,1993-02-19 00:00:00
3691,50,ONCE A MONTH,1993-02-19 00:00:00
3787,70,ONCE A MONTH,1993-02-19 00:00:00
128,2,ONCE A MONTH,1993-02-19 00:00:00
3168,39,ONCE A MONTH,1993-02-20 00:00:00
4937,12,ONCE A MONTH,1993-02-20 00:00:00
2124,69,ONCE A MONTH,1993-02-20 00:00:00
322,1,ONCE A MONTH,1993-02-20 00:00:00
4355,31,ONCE A MONTH,1993-02-21 00:00:00
1678,1,ONCE A MONTH,1993-02-22 00:00:00
2396,2,ONCE A MONTH,1993-02-22 00:00:00
1005,54,ONCE A WEEK,1993-02-23 00:00:00
697,28,ONCE A MONTH,1993-02-23 00:00:00
925,59,ONCE A MONTH,1993-02-23 00:00:00
2110,64,ONCE A MONTH,1993-02-23 00:00:00
1366,60,ONCE A MONTH,1993-02-24 00:00:00
1050,57,AFTER DEAL,1993-02-24 00:00:00
3117,33,ONCE A MONTH,1993-02-24 00:00:00
562,50,ONCE A MONTH,1993-02-25 00:00:00
5369,54,ONCE A MONTH,1993-02-25 00:00:00
2242,7,ONCE A WEEK,1993-02-25 00:00:00
197,1,ONCE A MONTH,1993-02-25 00:00:00
496,69,ONCE A MONTH,1993-02-26 00:00:00
2,1,ONCE A MONTH,1993-02-26 00:00:00
7401,1,ONCE A MONTH,1993-02-26 00:00:00
2486,1,ONCE A MONTH,1993-02-27 00:00:00
428,1,ONCE A MONTH,1993-02-27 00:00:00
3651,23,ONCE A MONTH,1993-02-27 00:00:00
1775,17,ONCE A MONTH,1993-02-27 00:00:00
1688,70,ONCE A MONTH,1993-02-27 00:00:00
361,51,ONCE A MONTH,1993-02-27 00:00:00
1829,43,ONCE A MONTH,1993-02-27 00:00:00
1575,1,ONCE A MONTH,1993-02-27 00:00:00
9203,70,ONCE A MONTH,1993-02-27 00:00:00
3008,72,ONCE A MONTH,1993-02-27 00:00:00
239,69,ONCE A WEEK,1993-03-01 00:00:00
3302,21,ONCE A MONTH,1993-03-02 00:00:00
415,25,ONCE A MONTH,1993-03-03 00:00:00
3513,20,ONCE A MONTH,1993-03-03 00:00:00
4134,7,ONCE A MONTH,1993-03-03 00:00:00
1077,14,ONCE A MONTH,1993-03-03 00:00:00
1713,43,ONCE A MONTH,1993-03-03 00:00:00
1378,59,ONCE A MONTH,1993-03-04 00:00:00
2503,1,ONCE A MONTH,1993-03-05 00:00:00
559,46,ONCE A MONTH,1993-03-05 00:00:00
6555,38,ONCE A WEEK,1993-03-05 00:00:00
744,42,ONCE A MONTH,1993-03-06 00:00:00
882,9,ONCE A MONTH,1993-03-06 00:00:00
86,54,ONCE A MONTH,1993-03-07 00:00:00
1126,56,ONCE A MONTH,1993-03-08 00:00:00
2666,49,ONCE A MONTH,1993-03-08 00:00:00
944,70,ONCE A MONTH,1993-03-08 00:00:00
1545,1,ONCE A MONTH,1993-03-08 00:00:00
2453,1,ONCE A MONTH,1993-03-08 00:00:00
3734,43,ONCE A MONTH,1993-03-08 00:00:00
3935,23,ONCE A MONTH,1993-03-08 00:00:00
396,21,ONCE A MONTH,1993-03-08 00:00:00
2694,7,ONCE A MONTH,1993-03-08 00:00:00
4596,74,ONCE A MONTH,1993-03-09 00:00:00
2489,72,ONCE A MONTH,1993-03-09 00:00:00
2895,19,ONCE A MONTH,1993-03-09 00:00:00
317,76,ONCE A MONTH,1993-03-10 00:00:00
2555,53,ONCE A MONTH,1993-03-10 00:00:00
494,60,ONCE A MONTH,1993-03-11 00:00:00
2219,60,ONCE A MONTH,1993-03-11 00:00:00
2581,72,ONCE A MONTH,1993-03-11 00:00:00
112,6,ONCE A MONTH,1993-03-12 00:00:00
3674,38,ONCE A MONTH,1993-03-12 00:00:00
2039,44,ONCE A MONTH,1993-03-12 00:00:00
2712,9,ONCE A MONTH,1993-03-12 00:00:00
395,1,ONCE A MONTH,1993-03-12 00:00:00
2974,9,ONCE A MONTH,1993-03-13 00:00:00
123,21,ONCE A MONTH,1993-03-13 00:00:00
9640,1,ONCE A MONTH,1993-03-13 00:00:00
3108,53,ONCE A MONTH,1993-03-14 00:00:00
2508,34,ONCE A MONTH,1993-03-14 00:00:00
2458,40,ONCE A WEEK,1993-03-14 00:00:00
588,66,ONCE A MONTH,1993-03-14 00:00:00
7231,10,ONCE A MONTH,1993-03-14 00:00:00
6701,49,ONCE A WEEK,1993-03-15 00:00:00
3883,72,ONCE A MONTH,1993-03-15 00:00:00
222,37,ONCE A MONTH,1993-03-15 00:00:00
2497,65,ONCE A MONTH,1993-03-16 00:00:00
1372,1,ONCE A MONTH,1993-03-16 00:00:00
3835,50,ONCE A MONTH,1993-03-16 00:00:00
7445,64,ONCE A MONTH,1993-03-18 00:00:00
2527,38,ONCE A MONTH,1993-03-19 00:00:00
425,9,ONCE A MONTH,1993-03-19 00:00:00
860,1,ONCE A MONTH,1993-03-19 00:00:00
6034,6,ONCE A WEEK,1993-03-19 00:00:00
11065,11,ONCE A MONTH,1993-03-19 00:00:00
9883,1,ONCE A MONTH,1993-03-19 00:00:00
115,68,ONCE A MONTH,1993-03-19 00:00:00
1189,59,ONCE A MONTH,1993-03-19 00:00:00
3675,64,ONCE A MONTH,1993-03-20 00:00:00
3069,66,ONCE A MONTH,1993-03-20 00:00:00
2762,19,ONCE A MONTH,1993-03-20 00:00:00
892,70,ONCE A MONTH,1993-03-20 00:00:00
1535,46,ONCE A MONTH,1993-03-20 00:00:00
2618,60,ONCE A MONTH,1993-03-21 00:00:00
2651,2,ONCE A MONTH,1993-03-21 00:00:00
5442,34,ONCE A MONTH,1993-03-22 00:00:00
1787,30,ONCE A WEEK,1993-03-22 00:00:00
1397,17,ONCE A MONTH,1993-03-22 00:00:00
3785,10,ONCE A MONTH,1993-03-24 00:00:00
623,1,ONCE A MONTH,1993-03-24 00:00:00
8260,31,ONCE A MONTH,1993-03-24 00:00:00
3678,1,ONCE A MONTH,1993-03-24 00:00:00
3001,1,ONCE A MONTH,1993-03-24 00:00:00
655,53,ONCE A MONTH,1993-03-24 00:00:00
4093,1,ONCE A MONTH,1993-03-25 00:00:00
3260,68,ONCE A MONTH,1993-03-25 00:00:00
2528,65,ONCE A MONTH,1993-03-25 00:00:00
2011,75,ONCE A MONTH,1993-03-25 00:00:00
1721,68,ONCE A MONTH,1993-03-25 00:00:00
1332,59,ONCE A MONTH,1993-03-25 00:00:00
1402,74,ONCE A MONTH,1993-03-26 00:00:00
3283,68,ONCE A MONTH,1993-03-26 00:00:00
3781,31,ONCE A MONTH,1993-03-26 00:00:00
7203,71,ONCE A MONTH,1993-03-26 00:00:00
1065,72,ONCE A MONTH,1993-03-27 00:00:00
3076,54,ONCE A MONTH,1993-03-27 00:00:00
4347,1,ONCE A MONTH,1993-03-27 00:00:00
1157,7,ONCE A MONTH,1993-03-27 00:00:00
9403,1,ONCE A WEEK,1993-03-27 00:00:00
1874,9,ONCE A MONTH,1993-03-27 00:00:00
1115,34,ONCE A MONTH,1993-03-27 00:00:00
3586,59,ONCE A MONTH,1993-03-27 00:00:00
62,47,ONCE A MONTH,1993-03-28 00:00:00
1771,69,ONCE A MONTH,1993-03-28 00:00:00
5483,13,ONCE A MONTH,1993-03-28 00:00:00
8330,48,ONCE A MONTH,1993-03-28 00:00:00
187,5,ONCE A MONTH,1993-03-28 00:00:00
423,12,ONCE A MONTH,1993-03-28 00:00:00
6425,31,ONCE A MONTH,1993-03-29 00:00:00
2493,62,ONCE A MONTH,1993-03-29 00:00:00
2896,29,ONCE A MONTH,1993-03-30 00:00:00
2245,29,ONCE A MONTH,1993-03-30 00:00:00
3923,52,ONCE A MONTH,1993-03-30 00:00:00
1898,70,ONCE A MONTH,1993-04-01 00:00:00
3367,1,ONCE A MONTH,1993-04-01 00:00:00
3391,74,ONCE A MONTH,1993-04-01 00:00:00
8519,23,ONCE A MONTH,1993-04-02 00:00:00
1780,1,ONCE A MONTH,1993-04-02 00:00:00
3915,65,ONCE A MONTH,1993-04-02 00:00:00
3980,75,ONCE A MONTH,1993-04-03 00:00:00
4350,63,ONCE A MONTH,1993-04-04 00:00:00
686,41,ONCE A MONTH,1993-04-04 00:00:00
362,15,ONCE A MONTH,1993-04-04 00:00:00
299,77,ONCE A MONTH,1993-04-05 00:00:00
2488,5,ONCE A MONTH,1993-04-06 00:00:00
2985,71,ONCE A MONTH,1993-04-06 00:00:00
385,5,ONCE A MONTH,1993-04-07 00:00:00
2817,56,ONCE A MONTH,1993-04-07 00:00:00
2056,58,ONCE A MONTH,1993-04-07 00:00:00
2002,1,ONCE A MONTH,1993-04-08 00:00:00
748,10,ONCE A MONTH,1993-04-08 00:00:00
220,72,ONCE A MONTH,1993-04-09 00:00:00
1422,68,ONCE A MONTH,1993-04-09 00:00:00
1147,44,ONCE A MONTH,1993-04-10 00:00:00
3788,70,ONCE A MONTH,1993-04-10 00:00:00
1891,32,ONCE A MONTH,1993-04-10 00:00:00
1239,1,ONCE A MONTH,1993-04-10 00:00:00
8321,77,ONCE A MONTH,1993-04-12 00:00:00
3213,51,ONCE A MONTH,1993-04-12 00:00:00
2838,3,ONCE A WEEK,1993-04-13 00:00:00
3644,38,ONCE A MONTH,1993-04-13 00:00:00
4318,33,ONCE A WEEK,1993-04-13 00:00:00
2648,51,ONCE A MONTH,1993-04-13 00:00:00
2313,26,ONCE A WEEK,1993-04-13 00:00:00
5428,24,ONCE A MONTH,1993-04-14 00:00:00
7123,64,AFTER DEAL,1993-04-14 00:00:00
279,39,ONCE A MONTH,1993-04-14 00:00:00
104,37,ONCE A MONTH,1993-04-15 00:00:00
497,55,ONCE A MONTH,1993-04-15 00:00:00
1152,45,ONCE A MONTH,1993-04-15 00:00:00
83,26,ONCE A MONTH,1993-04-16 00:00:00
2008,52,ONCE A MONTH,1993-04-16 00:00:00
3327,45,ONCE A MONTH,1993-04-16 00:00:00
5740,43,ONCE A MONTH,1993-04-16 00:00:00
8132,5,ONCE A WEEK,1993-04-17 00:00:00
10738,45,ONCE A WEEK,1993-04-17 00:00:00
2216,74,ONCE A MONTH,1993-04-17 00:00:00
1815,66,ONCE A MONTH,1993-04-17 00:00:00
2823,57,ONCE A MONTH,1993-04-18 00:00:00
4321,47,ONCE A MONTH,1993-04-18 00:00:00
1773,33,ONCE A MONTH,1993-04-19 00:00:00
7454,4,ONCE A MONTH,1993-04-19 00:00:00
188,54,ONCE A MONTH,1993-04-20 00:00:00
10973,18,ONCE A WEEK,1993-04-20 00:00:00
2599,48,ONCE A MONTH,1993-04-20 00:00:00
1166,11,ONCE A MONTH,1993-04-21 00:00:00
504,73,ONCE A MONTH,1993-04-21 00:00:00
1518,67,ONCE A MONTH,1993-04-21 00:00:00
2189,75,ONCE A MONTH,1993-04-22 00:00:00
6040,1,ONCE A MONTH,1993-04-22 00:00:00
2876,52,ONCE A MONTH,1993-04-22 00:00:00
1505,69,ONCE A MONTH,1993-04-23 00:00:00
6897,48,ONCE A MONTH,1993-04-23 00:00:00
4377,28,ONCE A MONTH,1993-04-24 00:00:00
717,75,ONCE A MONTH,1993-04-24 00:00:00
9707,70,ONCE A MONTH,1993-04-24 00:00:00
2814,72,ONCE A MONTH,1993-04-25 00:00:00
3068,59,ONCE A MONTH,1993-04-25 00:00:00
1476,61,ONCE A MONTH,1993-04-26 00:00:00
897,38,ONCE A MONTH,1993-04-26 00:00:00
977,1,ONCE A MONTH,1993-04-26 00:00:00
2639,17,ONCE A MONTH,1993-04-26 00:00:00
1032,11,ONCE A MONTH,1993-04-26 00:00:00
928,20,ONCE A MONTH,1993-04-26 00:00:00
168,31,ONCE A MONTH,1993-04-27 00:00:00
2175,1,ONCE A MONTH,1993-04-27 00:00:00
10105,55,ONCE A MONTH,1993-04-28 00:00:00
1392,60,ONCE A MONTH,1993-04-28 00:00:00
3697,45,ONCE A MONTH,1993-04-29 00:00:00
5313,40,ONCE A MONTH,1993-04-29 00:00:00
2222,47,ONCE A MONTH,1993-05-01 00:00:00
2641,7,ONCE A MONTH,1993-05-02 00:00:00
5423,15,ONCE A MONTH,1993-05-02 00:00:00
2609,73,ONCE A MONTH,1993-05-03 00:00:00
5472,1,ONCE A MONTH,1993-05-04 00:00:00
2932,72,ONCE A MONTH,1993-05-04 00:00:00
4254,70,ONCE A MONTH,1993-05-04 00:00:00
3965,31,ONCE A MONTH,1993-05-04 00:00:00
10656,8,ONCE A MONTH,1993-05-05 00:00:00
887,1,ONCE A MONTH,1993-05-05 00:00:00
4743,64,ONCE A MONTH,1993-05-05 00:00:00
1048,35,ONCE A MONTH,1993-05-05 00:00:00
1671,6,ONCE A MONTH,1993-05-05 00:00:00
1236,19,ONCE A MONTH,1993-05-05 00:00:00
1822,30,ONCE A MONTH,1993-05-05 00:00:00
3316,28,ONCE A MONTH,1993-05-06 00:00:00
2037,20,ONCE A MONTH,1993-05-06 00:00:00
10079,62,ONCE A MONTH,1993-05-06 00:00:00
3999,35,ONCE A MONTH,1993-05-06 00:00:00
551,77,ONCE A MONTH,1993-05-07 00:00:00
1200,33,ONCE A MONTH,1993-05-07 00:00:00
1161,66,ONCE A MONTH,1993-05-08 00:00:00
5372,48,ONCE A MONTH,1993-05-08 00:00:00
3050,60,ONCE A MONTH,1993-05-08 00:00:00
1784,59,ONCE A MONTH,1993-05-08 00:00:00
1603,1,ONCE A MONTH,1993-05-09 00:00:00
1887,68,ONCE A MONTH,1993-05-09 00:00:00
1644,1,ONCE A MONTH,1993-05-09 00:00:00
1658,73,ONCE A MONTH,1993-05-10 00:00:00
44,32,ONCE A MONTH,1993-05-10 00:00:00
1039,70,ONCE A WEEK,1993-05-10 00:00:00
1071,68,ONCE A WEEK,1993-05-10 00:00:00
2410,54,ONCE A MONTH,1993-05-11 00:00:00
2523,10,ONCE A MONTH,1993-05-11 00:00:00
790,54,ONCE A MONTH,1993-05-11 00:00:00
2583,62,ONCE A MONTH,1993-05-11 00:00:00
1782,8,ONCE A MONTH,1993-05-12 00:00:00
751,3,ONCE A MONTH,1993-05-12 00:00:00
2061,24,ONCE A MONTH,1993-05-12 00:00:00
8261,13,ONCE A MONTH,1993-05-12 00:00:00
2321,35,ONCE A MONTH,1993-05-13 00:00:00
1334,74,ONCE A MONTH,1993-05-14 00:00:00
3649,54,ONCE A MONTH,1993-05-14 00:00:00
555,24,ONCE A MONTH,1993-05-15 00:00:00
3173,39,ONCE A MONTH,1993-05-15 00:00:00
863,71,ONCE A MONTH,1993-05-16 00:00:00
3181,42,ONCE A MONTH,1993-05-16 00:00:00
3210,1,ONCE A MONTH,1993-05-17 00:00:00
489,16,ONCE A MONTH,1993-05-17 00:00:00
947,59,ONCE A MONTH,1993-05-17 00:00:00
3284,64,ONCE A MONTH,1993-05-17 00:00:00
1610,52,ONCE A MONTH,1993-05-17 00:00:00
4225,55,ONCE A MONTH,1993-05-18 00:00:00
1412,64,ONCE A MONTH,1993-05-18 00:00:00
1937,36,ONCE A MONTH,1993-05-18 00:00:00
991,39,ONCE A MONTH,1993-05-18 00:00:00
1180,20,ONCE A MONTH,1993-05-19 00:00:00
2758,70,ONCE A MONTH,1993-05-19 00:00:00
2711,58,ONCE A MONTH,1993-05-19 00:00:00
1652,74,ONCE A MONTH,1993-05-20 00:00:00
3099,70,ONCE A MONTH,1993-05-20 00:00:00
11111,1,ONCE A MONTH,1993-05-20 00:00:00
9591,74,ONCE A MONTH,1993-05-20 00:00:00
9828,11,ONCE A MONTH,1993-05-20 00:00:00
5385,44,ONCE A WEEK,1993-05-21 00:00:00
23,30,ONCE A MONTH,1993-05-22 00:00:00
2645,54,ONCE A MONTH,1993-05-22 00:00:00
2991,19,ONCE A MONTH,1993-05-22 00:00:00
3469,76,ONCE A MONTH,1993-05-22 00:00:00
1851,55,ONCE A MONTH,1993-05-23 00:00:00
3844,67,ONCE A MONTH,1993-05-23 00:00:00
1442,23,ONCE A MONTH,1993-05-23 00:00:00
3064,40,ONCE A MONTH,1993-05-23 00:00:00
3558,4,ONCE A MONTH,1993-05-23 00:00:00
1534,1,ONCE A MONTH,1993-05-24 00:00:00
334,1,ONCE A MONTH,1993-05-24 00:00:00
1786,1,ONCE A MONTH,1993-05-25 00:00:00
1272,40,ONCE A WEEK,1993-05-25 00:00:00
2436,67,ONCE A MONTH,1993-05-25 00:00:00
3796,53,ONCE A MONTH,1993-05-25 00:00:00
119,27,ONCE A MONTH,1993-05-25 00:00:00
3063,72,ONCE A MONTH,1993-05-26 00:00:00
18,43,ONCE A WEEK,1993-05-26 00:00:00
11320,44,ONCE A MONTH,1993-05-26 00:00:00
3888,39,ONCE A MONTH,1993-05-27 00:00:00
1584,30,ONCE A MONTH,1993-05-27 00:00:00
5546,43,ONCE A MONTH,1993-05-28 00:00:00
2029,55,ONCE A MONTH,1993-05-29 00:00:00
10911,1,ONCE A WEEK,1993-05-29 00:00:00
2467,33,ONCE A MONTH,1993-05-29 00:00:00
2962,1,ONCE A MONTH,1993-05-30 00:00:00
165,25,ONCE A MONTH,1993-06-01 00:00:00
1617,45,ONCE A MONTH,1993-06-01 00:00:00
327,54,ONCE A MONTH,1993-06-02 00:00:00
2068,21,ONCE A MONTH,1993-06-02 00:00:00
4448,60,ONCE A MONTH,1993-06-02 00:00:00
640,32,ONCE A MONTH,1993-06-02 00:00:00
510,1,ONCE A WEEK,1993-06-02 00:00:00
2534,61,ONCE A MONTH,1993-06-03 00:00:00
1018,7,ONCE A MONTH,1993-06-03 00:00:00
1285,65,ONCE A MONTH,1993-06-04 00:00:00
3670,27,ONCE A MONTH,1993-06-04 00:00:00
1743,51,ONCE A MONTH,1993-06-04 00:00:00
3072,8,ONCE A MONTH,1993-06-05 00:00:00
2146,31,ONCE A MONTH,1993-06-05 00:00:00
4576,27,ONCE A MONTH,1993-06-05 00:00:00
3258,53,ONCE A MONTH,1993-06-05 00:00:00
2176,67,ONCE A MONTH,1993-06-06 00:00:00
8934,51,ONCE A MONTH,1993-06-06 00:00:00
1999,70,ONCE A MONTH,1993-06-06 00:00:00
2741,15,ONCE A MONTH,1993-06-07 00:00:00
4427,32,ONCE A MONTH,1993-06-07 00:00:00
3682,70,ONCE A MONTH,1993-06-07 00:00:00
2862,33,ONCE A MONTH,1993-06-07 00:00:00
3032,5,ONCE A MONTH,1993-06-07 00:00:00
701,69,ONCE A MONTH,1993-06-08 00:00:00
6281,56,ONCE A MONTH,1993-06-08 00:00:00
306,16,ONCE A MONTH,1993-06-08 00:00:00
1207,67,ONCE A MONTH,1993-06-08 00:00:00
1247,25,ONCE A MONTH,1993-06-08 00:00:00
5343,64,ONCE A MONTH,1993-06-08 00:00:00
5129,68,ONCE A MONTH,1993-06-08 00:00:00
3713,14,ONCE A WEEK,1993-06-08 00:00:00
2327,19,ONCE A MONTH,1993-06-08 00:00:00
774,1,ONCE A MONTH,1993-06-08 00:00:00
1990,1,ONCE A MONTH,1993-06-09 00:00:00
2388,30,ONCE A MONTH,1993-06-09 00:00:00
3566,21,ONCE A MONTH,1993-06-09 00:00:00
10266,54,ONCE A MONTH,1993-06-10 00:00:00
3771,22,ONCE A MONTH,1993-06-11 00:00:00
