client_id,birth_number,district_id,gender,age,ageType
146,1962-01-19,31,0,38,3
147,1933-12-02,21,0,67,6
148,1941-01-25,21,1,59,5
149,1948-07-27,55,1,52,5
150,1980-10-27,2,0,20,2
151,1971-10-23,51,0,29,2
152,1946-01-02,29,0,54,5
153,1981-03-12,13,0,19,1
154,1933-09-27,74,1,67,6
155,1939-04-13,74,0,61,6
156,1930-08-22,54,0,70,6
157,1943-08-09,52,0,57,5
158,1945-08-03,40,0,55,5
159,1938-10-10,40,1,62,6
160,1942-05-26,64,0,58,5
161,1943-11-07,34,0,57,5
162,1941-11-17,65,1,59,5
163,1933-07-12,74,1,67,6
164,1962-05-04,70,0,38,3
165,1968-12-08,22,1,32,3
166,1961-11-22,22,0,39,3
167,1978-05-18,38,0,22,2
168,1976-12-05,24,0,24,2
169,1953-10-12,38,1,47,4
170,1946-07-16,38,0,54,5
171,1929-07-25,51,1,71,6
172,1935-11-05,51,0,65,6
173,1919-01-08,21,0,81,6
174,1978-12-10,10,1,22,2
175,1960-08-13,31,1,40,4
176,1929-04-11,4,1,71,6
178,1961-01-22,8,1,39,3
179,1981-01-29,43,1,19,1
180,1982-02-19,73,1,18,1
181,1967-08-06,76,1,33,3
182,1959-08-13,76,0,41,4
183,1978-04-19,1,0,22,2
184,1972-07-05,1,1,28,2
185,1954-06-30,77,1,46,4
186,1961-03-22,46,0,39,3
187,1942-09-23,58,1,58,5
188,1960-10-02,64,1,40,4
189,1919-09-10,11,1,81,6
190,1947-12-01,37,0,53,5
191,1954-10-03,37,1,46,4
192,1971-03-28,70,1,29,2
193,1962-06-01,1,1,38,3
194,1925-01-20,28,0,75,6
195,1919-12-18,74,1,81,6
196,1927-07-25,74,0,73,6
197,1933-05-25,30,1,67,6
198,1976-08-14,60,1,24,2
199,1923-07-21,29,1,77,6
200,1928-02-13,29,0,72,6
201,1930-09-19,17,0,70,6
202,1976-12-21,29,0,24,2
203,1962-07-10,31,1,38,3
204,1967-07-17,31,0,33,3
205,1942-07-15,4,0,58,5
206,1963-05-13,59,0,37,3
207,1932-06-20,46,1,68,6
208,1940-07-25,13,0,60,6
209,1935-09-20,13,1,65,6
210,1939-12-30,66,1,61,6
211,1945-07-28,66,0,55,5
212,1975-03-10,52,1,25,2
215,1967-10-24,71,1,33,3
216,1960-03-01,1,1,40,4
217,1975-01-22,59,0,25,2
218,1980-02-23,1,0,20,2
219,1964-05-02,60,0,36,3
221,1977-03-25,21,0,23,2
222,1972-07-29,47,0,28,2
223,1952-03-27,43,0,48,4
224,1955-06-11,77,1,45,4
225,1936-06-10,32,1,64,6
226,1942-07-16,1,1,58,5
227,1927-01-18,52,0,73,6
228,1956-04-16,48,0,44,4
229,1969-08-22,76,1,31,3
230,1967-04-10,74,0,33,3
231,1941-03-18,41,1,59,5
232,1921-07-17,55,0,79,6
233,1959-01-03,69,0,41,4
234,1955-07-21,69,1,45,4
235,1943-09-28,44,0,57,5
236,1961-10-01,70,1,39,3
237,1969-03-22,70,0,31,3
238,1961-12-28,6,0,39,3
239,1974-10-10,1,0,26,2
240,1929-07-17,34,0,71,6
241,1959-02-23,70,1,41,4
242,1961-09-01,17,0,39,3
243,1954-03-10,63,1,46,4
246,1971-01-28,67,0,29,2
247,1957-06-08,1,1,43,4
248,1970-01-12,61,0,30,3
249,1970-06-05,61,1,30,3
250,1979-12-25,8,0,21,2
251,1976-04-03,54,0,24,2
252,1969-10-01,37,0,31,3
253,1947-06-12,48,0,53,5
254,1963-06-30,28,1,37,3
255,1951-11-11,27,0,49,4
256,1963-03-27,73,0,37,3
257,1942-12-04,22,0,58,5
258,1937-07-01,22,1,63,6
259,1966-07-08,31,1,34,3
260,1962-03-24,31,0,38,3
261,1938-01-07,38,0,62,6
262,1945-12-25,77,1,55,5
263,1962-06-20,68,1,38,3
264,1978-09-22,28,1,22,2
265,1933-02-07,72,0,67,6
266,1967-09-28,19,0,33,3
267,1967-07-12,37,1,33,3
268,1982-06-02,39,0,18,1
269,1924-01-03,15,0,76,6
270,1947-04-08,46,1,53,5
271,1945-08-27,46,0,55,5
272,1944-11-25,70,0,56,5
273,1972-06-15,27,0,28,2
274,1970-12-25,17,0,30,3
275,1918-12-12,1,0,82,6
276,1957-07-11,1,1,43,4
277,1961-12-28,1,0,39,3
278,1973-01-27,22,0,27,2
279,1970-06-16,22,1,30,3
280,1970-01-18,45,0,30,3
282,1938-03-24,73,0,62,6
283,1933-12-04,73,1,67,6
284,1974-09-06,10,1,26,2
285,1954-07-03,72,1,46,4
286,1952-05-18,72,0,48,4
287,1980-10-09,50,1,20,2
288,1962-05-21,6,1,38,3
289,1958-04-27,54,1,42,4
290,1959-02-12,72,1,41,4
291,1955-05-27,72,0,45,4
292,1958-10-06,15,0,42,4
293,1943-10-27,69,1,57,5
294,1968-04-21,58,1,32,3
295,1939-04-27,12,1,61,6
296,1974-04-01,65,1,26,2
297,1924-04-15,65,0,76,6
298,1921-07-13,65,1,79,6
300,1957-08-30,1,0,43,4
301,1942-02-10,28,1,58,5
302,1971-03-23,56,1,29,2
303,1946-06-06,74,1,54,5
304,1934-04-11,19,0,66,6
305,1938-07-08,46,1,62,6
308,1976-07-12,68,0,24,2
309,1970-01-14,37,0,30,3
310,1950-05-16,11,1,50,5
311,1930-10-16,64,0,70,6
312,1924-08-03,2,1,76,6
313,1942-06-11,24,0,58,5
314,1945-04-22,24,1,55,5
315,1967-06-01,54,1,33,3
316,1955-05-28,75,1,45,4
317,1957-11-06,64,0,43,4
318,1943-05-02,15,0,57,5
319,1929-05-04,19,0,71,6
320,1934-12-12,19,1,66,6
321,1943-11-24,47,0,57,5
322,1933-03-01,38,1,67,6
323,1938-05-04,38,0,62,6
324,1961-01-03,3,1,39,3
325,1960-03-21,3,1,40,4
326,1967-10-18,27,0,33,3
327,1968-11-13,27,1,32,3
328,1918-02-24,1,0,82,6
329,1965-01-03,11,1,35,3
330,1944-09-05,65,0,56,5
331,1942-04-02,1,1,58,5
332,1978-08-25,29,1,22,2
333,1971-11-19,38,1,29,2
334,1969-12-01,32,1,31,3
335,1967-08-22,73,0,33,3
336,1964-03-11,39,0,36,3
337,1957-06-08,39,1,43,4
338,1951-07-19,8,0,49,4
339,1966-08-30,1,1,34,3
340,1970-09-19,1,0,30,3
341,1977-04-16,69,1,23,2
342,1972-07-30,69,0,28,2
343,1919-12-19,44,1,81,6
344,1963-08-16,54,0,37,3
345,1954-01-07,17,1,46,4
346,1960-12-02,17,0,40,4
347,1960-01-13,71,1,40,4
348,1953-02-24,71,0,47,4
349,1927-06-27,39,0,73,6
350,1925-05-02,25,0,75,6
351,1973-06-01,1,1,27,2
352,1940-09-27,56,1,60,6
353,1965-11-26,7,1,35,3
354,1922-05-27,49,0,78,6
355,1930-07-01,49,1,70,6
356,1980-01-07,1,0,20,2
357,1979-04-30,1,1,21,2
358,1959-07-26,7,0,41,4
359,1970-03-16,66,1,30,3
360,1943-05-27,49,1,57,5
361,1977-06-25,74,0,23,2
362,1950-05-27,35,0,50,5
363,1942-08-01,35,1,58,5
364,1943-01-05,54,0,57,5
365,1930-02-09,1,1,70,6
366,1936-12-10,1,0,64,6
367,1963-10-03,60,0,37,3
368,1968-11-14,60,1,32,3
369,1930-12-06,7,0,70,6
370,1956-02-05,71,0,44,4
371,1942-08-16,4,1,58,5
372,1932-05-03,34,1,68,6
373,1936-03-28,16,1,64,6
374,1967-07-14,26,1,33,3
375,1969-10-29,61,0,31,3
376,1973-02-08,14,0,27,2
378,1978-06-15,50,1,22,2
379,1983-11-13,50,0,17,1
380,1973-02-19,41,1,27,2
381,1977-02-26,73,0,23,2
382,1978-07-30,73,1,22,2
383,1939-06-17,15,0,61,6
384,1935-11-08,15,1,65,6
385,1948-04-24,45,1,52,5
386,1980-09-21,62,1,20,2
387,1927-07-06,76,1,73,6
388,1950-11-30,36,0,50,5
389,1974-07-30,47,0,26,2
390,1977-02-27,47,0,23,2
391,1933-06-22,47,0,67,6
392,1950-05-01,74,0,50,5
393,1956-10-01,74,1,44,4
394,1924-06-18,52,0,76,6
395,1919-08-05,52,1,81,6
396,1920-06-02,1,1,80,6
397,1930-04-27,75,1,70,6
398,1925-04-26,61,0,75,6
399,1952-05-14,45,1,48,4
400,1934-01-27,1,1,66,6
401,1928-12-19,1,0,72,6
402,1944-01-25,3,1,56,5
403,1973-06-26,42,0,27,2
404,1967-05-20,42,1,33,3
405,1934-11-19,65,0,66,6
406,1977-06-15,36,1,23,2
407,1975-06-27,73,0,25,2
408,1978-03-22,35,0,22,2
409,1925-07-18,74,1,75,6
410,1963-01-20,62,1,37,3
411,1941-05-14,17,0,59,5
412,1944-05-17,17,1,56,5
413,1972-12-18,49,0,28,2
414,1947-11-19,46,0,53,5
415,1945-05-01,46,1,55,5
416,1932-11-07,1,0,68,6
417,1930-07-10,1,1,70,6
418,1966-11-13,28,1,34,3
419,1970-11-07,64,0,30,3
420,1978-04-13,18,1,22,2
421,1965-08-31,54,1,35,3
422,1947-01-07,69,1,53,5
423,1957-07-23,37,1,43,4
424,1947-11-08,1,1,53,5
425,1948-03-12,25,1,52,5
426,1937-07-01,72,1,63,6
427,1941-10-14,72,0,59,5
428,1919-12-16,47,0,81,6
429,1981-02-20,50,0,19,1
430,1920-08-28,39,1,80,6
431,1927-11-01,24,0,73,6
432,1952-04-26,59,0,48,4
433,1955-03-07,62,1,45,4
434,1943-03-02,70,0,57,5
435,1967-11-23,20,1,33,3
436,1955-07-15,2,1,45,4
437,1920-02-17,11,0,80,6
438,1938-10-28,32,1,62,6
439,1968-10-12,51,0,32,3
440,1970-08-07,15,0,30,3
441,1959-10-14,1,1,41,4
442,1972-01-16,1,0,28,2
443,1972-01-20,1,1,28,2
444,1960-09-01,74,0,40,4
445,1947-05-27,1,0,53,5
446,1952-04-19,1,1,48,4
447,1946-10-04,23,1,54,5
448,1970-09-15,77,0,30,3
450,1953-12-27,25,1,47,4
451,1979-05-14,12,1,21,2
452,1953-11-22,55,0,47,4
453,1969-08-16,67,1,31,3
454,1949-07-15,38,0,51,5
455,1920-08-26,68,1,80,6
456,1940-03-28,25,1,60,6
457,1950-10-26,70,1,50,5
458,1961-08-24,68,1,39,3
459,1967-08-23,32,0,33,3
461,1970-09-13,68,0,30,3
462,1971-01-21,14,1,29,2
463,1944-05-05,38,1,56,5
464,1959-08-30,24,0,41,4
465,1952-10-01,5,1,48,4
466,1947-12-19,1,0,53,5
467,1950-05-17,1,1,50,5
468,1959-05-27,72,1,41,4
469,1970-11-13,59,0,30,3
470,1954-05-21,30,0,46,4
471,1977-02-11,44,1,23,2
472,1982-01-27,36,1,18,1
473,1939-10-25,1,0,61,6
474,1949-07-01,46,1,51,5
476,1947-07-01,1,0,53,5
477,1954-08-20,1,1,46,4
478,1978-07-21,21,1,22,2
479,1947-09-20,11,1,53,5
480,1946-02-24,11,0,54,5
481,1927-02-22,69,1,73,6
482,1934-02-22,69,0,66,6
483,1944-07-19,1,1,56,5
484,1959-10-13,28,0,41,4
485,1978-06-16,32,1,22,2
486,1944-05-12,68,1,56,5
487,1922-05-01,1,0,78,6
488,1917-09-02,1,1,83,6
489,1940-11-07,41,1,60,6
490,1950-11-23,55,1,50,5
491,1966-09-05,63,1,34,3
492,1935-11-26,72,1,65,6
493,1942-07-04,41,0,58,5
494,1980-06-19,1,1,20,2
495,1937-05-07,49,0,63,6
496,1951-06-21,70,0,49,4
497,1953-03-02,74,1,47,4
498,1948-02-15,74,0,52,5
499,1935-08-08,18,0,65,6
500,1971-02-06,1,1,29,2
501,1937-11-28,62,1,63,6
502,1920-01-08,6,1,80,6
503,1959-08-24,73,1,41,4
504,1979-09-01,36,1,21,2
505,1978-01-21,13,1,22,2
506,1946-09-16,75,1,54,5
507,1954-12-16,75,1,46,4
508,1971-05-28,53,1,29,2
509,1980-06-02,73,1,20,2
510,1976-05-15,12,1,24,2
511,1959-03-18,9,1,41,4
512,1965-09-03,60,0,35,3
513,1974-02-11,8,0,26,2
514,1968-12-15,8,1,32,3
515,1932-06-26,1,1,68,6
516,1930-05-27,1,0,70,6
517,1965-08-25,63,1,35,3
518,1979-05-28,54,0,21,2
519,1980-05-13,18,1,20,2
520,1947-10-27,46,0,53,5
521,1976-01-25,69,1,24,2
522,1956-04-04,1,0,44,4
523,1923-01-17,38,1,77,6
524,1963-02-02,30,0,37,3
525,1969-09-14,30,1,31,3
526,1964-03-01,43,1,36,3
527,1966-09-18,43,0,34,3
528,1977-03-11,37,1,23,2
529,1978-12-05,69,1,22,2
530,1957-10-27,29,0,43,4
531,1976-11-04,27,1,24,2
532,1980-10-03,27,0,20,2
533,1941-06-19,54,0,59,5
534,1957-08-22,74,1,43,4
535,1937-10-09,26,1,63,6
536,1939-09-25,47,1,61,6
537,1935-02-16,1,1,65,6
538,1948-06-10,5,0,52,5
540,1921-08-28,19,1,79,6
541,1927-04-09,19,0,73,6
542,1921-03-09,59,0,79,6
543,1958-05-15,11,0,42,4
544,1948-12-16,63,1,52,5
545,1973-11-11,75,0,27,2
546,1953-09-25,7,1,47,4
547,1949-05-01,54,1,51,5
548,1938-01-04,49,1,62,6
550,1961-12-30,7,1,39,3
551,1976-08-05,47,0,24,2
552,1934-06-08,1,0,66,6
553,1941-05-07,1,1,59,5
554,1925-05-19,30,0,75,6
555,1926-11-21,30,1,74,6
556,1946-08-08,29,1,54,5
557,1939-08-17,51,1,61,6
558,1920-08-05,43,0,80,6
559,1972-10-05,32,0,28,2
560,1968-01-16,71,0,32,3
561,1962-12-10,74,0,38,3
562,1975-10-22,49,0,25,2
563,1961-10-09,72,0,39,3
564,1955-02-24,72,1,45,4
565,1959-08-03,64,0,41,4
566,1946-04-05,47,0,54,5
567,1950-06-02,47,1,50,5
568,1960-08-19,8,0,40,4
569,1962-07-15,73,1,38,3
570,1941-03-03,61,0,59,5
571,1924-10-27,3,1,76,6
572,1920-09-04,3,0,80,6
573,1967-09-10,69,1,33,3
574,1973-01-25,1,1,27,2
575,1970-05-04,58,1,30,3
576,1974-06-12,58,0,26,2
577,1964-01-05,1,0,36,3
578,1977-08-07,23,0,23,2
579,1933-07-01,72,0,67,6
581,1949-03-04,70,0,51,5
582,1950-10-26,1,1,50,5
583,1965-02-01,75,0,35,3
584,1976-06-13,33,0,24,2
585,1942-03-21,40,0,58,5
586,1947-12-03,40,1,53,5
587,1945-08-08,25,0,55,5
588,1960-11-20,61,0,40,4
589,1961-10-17,45,1,39,3
590,1949-03-15,44,1,51,5
591,1974-11-29,65,0,26,2
592,1965-08-18,26,1,35,3
593,1954-08-10,60,0,46,4
596,1948-11-24,69,1,52,5
597,1943-03-22,55,1,57,5
598,1971-01-31,1,1,29,2
599,1977-06-18,1,0,23,2
601,1966-04-12,56,1,34,3
602,1965-02-16,56,0,35,3
603,1966-04-09,13,0,34,3
604,1965-08-31,1,0,35,3
605,1970-09-27,1,0,30,3
606,1949-02-25,10,0,51,5
607,1964-04-30,64,1,36,3
608,1972-10-01,67,1,28,2
609,1962-10-02,52,1,38,3
610,1979-09-10,74,0,21,2
611,1952-11-13,36,1,48,4
612,1960-12-10,36,0,40,4
613,1977-09-10,1,0,23,2
614,1947-03-03,14,0,53,5
615,1949-10-13,68,0,51,5
616,1975-02-01,58,1,25,2
617,1974-04-14,70,1,26,2
618,1932-04-16,57,0,68,6
619,1920-10-07,6,1,80,6
620,1918-03-13,6,0,82,6
621,1939-04-17,54,1,61,6
622,1931-12-23,74,0,69,6
623,1925-10-04,24,1,75,6
624,1932-08-26,24,0,68,6
625,1978-12-24,60,0,22,2
626,1980-05-13,9,1,20,2
627,1972-05-11,17,1,28,2
628,1970-06-27,17,0,30,3
629,1976-04-10,16,1,24,2
630,1952-04-03,61,1,48,4
631,1956-04-22,70,0,44,4
632,1946-04-16,67,1,54,5
633,1938-07-12,67,0,62,6
635,1927-07-29,17,0,73,6
636,1935-03-17,17,1,65,6
637,1971-01-15,39,0,29,2
638,1961-03-03,54,0,39,3
639,1978-09-02,31,1,22,2
640,1979-05-15,26,1,21,2
641,1962-08-04,40,0,38,3
642,1963-11-25,40,1,37,3
643,1949-07-13,1,0,51,5
644,1961-05-23,35,0,39,3
645,1926-01-21,14,1,74,6
646,1922-10-29,34,0,78,6
647,1929-05-06,34,1,71,6
648,1935-10-28,70,0,65,6
649,1978-06-02,13,0,22,2
651,1976-02-27,54,0,24,2
652,1939-01-08,61,1,61,6
653,1930-12-21,1,0,70,6
654,1942-06-17,64,0,58,5
655,1943-01-10,32,1,57,5
656,1956-07-06,1,1,44,4
657,1926-08-10,8,0,74,6
658,1927-01-21,8,1,73,6
659,1966-01-07,24,1,34,3
660,1923-04-22,16,1,77,6
661,1919-02-15,16,0,81,6
662,1945-09-07,5,1,55,5
663,1923-02-20,24,1,77,6
664,1980-04-19,77,0,20,2
665,1932-05-05,62,0,68,6
666,1982-06-23,26,1,18,1
667,1981-08-20,26,0,19,1
668,1943-01-25,1,0,57,5
669,1957-01-19,12,0,43,4
670,1959-02-21,1,1,41,4
671,1971-03-27,10,0,29,2
672,1929-12-09,46,0,71,6
673,1939-11-29,36,1,61,6
674,1927-02-11,11,0,73,6
675,1975-12-12,50,1,25,2
676,1953-03-07,70,1,47,4
677,1963-06-24,5,1,37,3
678,1933-06-28,39,0,67,6
679,1940-04-19,8,1,60,6
680,1940-06-09,8,0,60,6
681,1977-02-15,15,1,23,2
682,1979-11-21,18,1,21,2
683,1945-09-29,76,0,55,5
684,1976-05-10,3,0,24,2
685,1931-01-13,72,0,69,6
686,1971-11-03,32,0,29,2
687,1975-02-28,32,1,25,2
688,1954-06-04,1,1,46,4
689,1964-09-02,70,1,36,3
690,1942-12-07,38,1,58,5
691,1944-02-13,38,0,56,5
692,1936-02-11,74,0,64,6
693,1935-04-17,74,1,65,6
694,1936-03-28,29,1,64,6
695,1955-07-27,28,1,45,4
696,1953-01-01,28,0,47,4
697,1974-04-01,1,1,26,2
698,1954-03-27,75,1,46,4
699,1922-05-22,26,0,78,6
700,1929-12-20,12,1,71,6
702,1968-12-07,31,0,32,3
703,1959-05-26,4,1,41,4
704,1975-06-01,54,1,25,2
705,1939-01-10,19,1,61,6
706,1948-09-05,1,1,52,5
707,1942-01-14,1,1,58,5
708,1977-12-27,50,0,23,2
709,1935-01-29,1,1,65,6
710,1925-12-28,23,1,75,6
711,1963-09-16,48,0,37,3
712,1963-01-04,54,1,37,3
713,1980-04-29,20,0,20,2
714,1970-11-08,31,1,30,3
715,1952-02-15,1,0,48,4
716,1955-01-04,1,0,45,4
717,1968-06-02,54,1,32,3
718,1960-03-28,54,0,40,4
719,1974-09-09,46,1,26,2
720,1954-10-06,29,1,46,4
721,1940-03-15,43,1,60,6
722,1970-12-25,62,0,30,3
723,1957-08-26,12,0,43,4
724,1953-03-02,65,0,47,4
725,1957-01-11,75,1,43,4
726,1935-03-13,16,1,65,6
727,1930-08-20,32,0,70,6
728,1932-02-20,32,1,68,6
729,1969-04-17,63,0,31,3
730,1973-09-14,63,1,27,2
731,1979-02-22,74,0,21,2
732,1978-08-05,74,1,22,2
733,1978-08-28,46,1,22,2
734,1985-02-14,46,0,15,1
735,1973-12-26,1,1,27,2
736,1977-05-26,1,0,23,2
737,1952-12-04,74,1,48,4
738,1920-04-26,25,1,80,6
739,1942-05-16,72,1,58,5
740,1923-12-07,55,1,77,6
741,1941-08-09,74,1,59,5
742,1951-11-15,1,0,49,4
743,1941-03-17,1,1,59,5
744,1940-08-18,26,1,60,6
745,1966-03-14,52,0,34,3
746,1962-05-16,52,1,38,3
747,1953-09-20,24,0,47,4
748,1936-11-15,25,1,64,6
749,1933-08-29,25,0,67,6
750,1956-10-29,70,0,44,4
751,1959-04-09,70,1,41,4
752,1945-01-20,72,1,55,5
753,1940-10-24,72,0,60,6
754,1947-07-04,63,0,53,5
755,1947-12-21,72,1,53,5
756,1920-06-13,31,1,80,6
757,1971-01-20,71,0,29,2
758,1961-08-26,68,0,39,3
759,1955-06-20,29,1,45,4
760,1936-09-25,57,0,64,6
762,1937-05-20,21,1,63,6
763,1927-09-24,75,0,73,6
764,1955-11-13,49,0,45,4
765,1970-01-31,65,1,30,3
766,1926-08-03,1,0,74,6
767,1923-07-16,1,1,77,6
768,1931-10-23,32,0,69,6
769,1978-01-15,40,1,22,2
772,1945-01-10,64,1,55,5
773,1935-11-30,4,1,65,6
774,1973-04-03,70,1,27,2
775,1940-12-30,51,0,60,6
776,1953-06-03,1,0,47,4
777,1961-06-20,1,1,39,3
778,1940-07-04,13,1,60,6
779,1944-07-12,69,0,56,5
780,1924-03-26,3,1,76,6
781,1945-10-20,72,1,55,5
782,1963-04-18,5,0,37,3
783,1971-04-25,27,0,29,2
784,1965-01-28,27,1,35,3
785,1934-10-09,63,1,66,6
786,1978-10-06,53,1,22,2
787,1948-01-08,3,1,52,5
788,1974-10-03,47,1,26,2
789,1931-10-21,4,1,69,6
790,1967-06-09,63,0,33,3
791,1950-10-29,68,0,50,5
793,1978-03-04,21,1,22,2
794,1979-08-16,21,0,21,2
796,1919-09-30,1,1,81,6
797,1948-02-27,8,1,52,5
798,1940-03-12,27,0,60,6
799,1936-03-19,27,1,64,6
803,1951-03-15,35,1,49,4
804,1956-02-23,35,0,44,4
806,1980-05-22,60,1,20,2
807,1969-11-21,53,0,31,3
808,1963-12-28,31,1,37,3
809,1919-11-15,49,1,81,6
810,1945-10-24,58,0,55,5
811,1940-06-28,58,1,60,6
812,1941-01-06,39,1,59,5
813,1964-02-29,70,1,36,3
814,1959-11-01,19,1,41,4
815,1964-11-27,22,0,36,3
816,1958-03-01,17,0,42,4
818,1966-05-27,54,1,34,3
819,1958-08-08,74,1,42,4
820,1960-12-06,74,0,40,4
821,1948-06-12,49,1,52,5
822,1959-06-08,37,0,41,4
823,1956-11-24,41,1,44,4
824,1952-10-05,27,1,48,4
825,1977-05-02,74,1,23,2
826,1978-02-23,1,1,22,2
827,1965-10-04,10,0,35,3
828,1959-11-10,10,1,41,4
829,1957-06-19,24,1,43,4
830,1948-09-27,69,1,52,5
831,1948-06-02,2,1,52,5
832,1924-01-23,67,0,76,6
833,1960-07-11,5,1,40,4
834,1923-01-17,54,1,77,6
835,1943-11-20,28,0,57,5
836,1948-07-14,28,1,52,5
837,1974-11-14,71,1,26,2
838,1968-03-04,71,0,32,3
839,1955-06-18,47,0,45,4
840,1937-05-26,20,1,63,6
841,1981-03-10,69,1,19,1
842,1933-08-03,12,0,67,6
843,1957-10-03,54,0,43,4
844,1945-02-14,22,1,55,5
845,1953-03-02,22,0,47,4
846,1950-01-01,35,1,50,5
847,1980-01-25,49,1,20,2
849,1939-07-06,26,0,61,6
850,1969-10-21,19,1,31,3
851,1919-07-16,25,1,81,6
852,1916-07-04,25,0,84,6
853,1949-07-02,70,1,51,5
854,1941-12-02,72,0,59,5
855,1930-02-28,58,1,70,6
856,1919-02-22,23,1,81,6
857,1948-03-21,32,1,52,5
858,1959-04-29,47,0,41,4
859,1968-08-29,1,0,32,3
860,1968-01-08,1,1,32,3
861,1956-10-13,1,0,44,4
862,1952-02-05,30,1,48,4
863,1968-12-29,54,0,32,3
