card_id,disp_id,type,issued
650,4194,classic,1997/10/26 0:00
59,365,classic,1997/10/27 0:00
1016,9525,classic,1997/10/28 0:00
359,2299,classic,1997/10/29 0:00
438,2768,classic,1997/10/30 0:00
94,513,classic,1997/11/6 0:00
1056,10220,classic,1997/11/6 0:00
273,1758,classic,1997/11/7 0:00
947,8366,classic,1997/11/8 0:00
93,510,classic,1997/11/9 0:00
762,5132,classic,1997/11/10 0:00
254,1578,classic,1997/11/11 0:00
611,3896,classic,1997/11/13 0:00
648,4188,classic,1997/11/18 0:00
373,2401,classic,1997/11/18 0:00
579,3699,classic,1997/11/18 0:00
555,3544,classic,1997/11/19 0:00
329,2122,gold,1997/11/19 0:00
707,4560,classic,1997/11/21 0:00
51,321,classic,1997/11/21 0:00
382,2445,gold,1997/11/22 0:00
472,3056,classic,1997/11/24 0:00
237,1445,classic,1997/11/25 0:00
1234,13386,classic,1997/11/28 0:00
86,490,classic,1997/11/28 0:00
540,3425,classic,1997/11/29 0:00
493,3167,classic,1997/11/30 0:00
532,3382,classic,1997/11/30 0:00
590,3769,classic,1997/12/2 0:00
942,8295,classic,1997/12/2 0:00
33,221,junior,1997/12/3 0:00
739,4821,classic,1997/12/3 0:00
45,272,classic,1997/12/5 0:00
25,158,classic,1997/12/6 0:00
200,1220,gold,1997/12/9 0:00
268,1707,gold,1997/12/11 0:00
507,3245,classic,1997/12/11 0:00
569,3616,classic,1997/12/12 0:00
282,1799,gold,1997/12/13 0:00
536,3404,classic,1997/12/13 0:00
1022,9606,classic,1997/12/13 0:00
1105,11237,classic,1997/12/13 0:00
326,2104,classic,1997/12/14 0:00
380,2434,classic,1997/12/15 0:00
723,4699,classic,1997/12/15 0:00
81,473,classic,1997/12/17 0:00
521,3310,classic,1997/12/17 0:00
608,3890,classic,1997/12/17 0:00
589,3766,junior,1997/12/20 0:00
281,1795,classic,1997/12/22 0:00
891,7434,classic,1997/12/23 0:00
774,5249,classic,1997/12/25 0:00
566,3606,classic,1997/12/25 0:00
575,3667,gold,1997/12/25 0:00
154,887,classic,1997/12/28 0:00
130,722,classic,1997/12/29 0:00
434,2739,classic,1997/12/30 0:00
83,483,classic,1998/1/5 0:00
593,3787,junior,1998/1/6 0:00
481,3102,junior,1998/1/6 0:00
304,1913,classic,1998/1/6 0:00
149,858,classic,1998/1/7 0:00
659,4258,classic,1998/1/8 0:00
517,3291,classic,1998/1/9 0:00
368,2361,classic,1998/1/10 0:00
482,3104,junior,1998/1/13 0:00
689,4473,classic,1998/1/15 0:00
557,3567,classic,1998/1/17 0:00
897,7576,classic,1998/1/18 0:00
803,5727,classic,1998/1/19 0:00
401,2532,classic,1998/1/19 0:00
760,5126,classic,1998/1/19 0:00
274,1759,classic,1998/1/21 0:00
28,174,junior,1998/1/22 0:00
904,7672,classic,1998/1/22 0:00
474,3066,junior,1998/1/24 0:00
214,1292,classic,1998/1/24 0:00
55,335,classic,1998/1/25 0:00
340,2155,classic,1998/1/25 0:00
724,4701,gold,1998/1/27 0:00
67,429,junior,1998/1/28 0:00
236,1440,junior,1998/1/29 0:00
68,434,classic,1998/1/31 0:00
348,2203,classic,1998/2/2 0:00
65,414,classic,1998/2/2 0:00
1239,13442,junior,1998/2/2 0:00
165,996,junior,1998/2/4 0:00
249,1517,classic,1998/2/6 0:00
246,1492,classic,1998/2/8 0:00
720,4674,junior,1998/2/9 0:00
518,3292,gold,1998/2/10 0:00
459,2958,gold,1998/2/11 0:00
655,4231,classic,1998/2/13 0:00
624,3985,junior,1998/2/13 0:00
398,2522,classic,1998/2/14 0:00
796,5579,classic,1998/2/20 0:00
100,562,gold,1998/2/21 0:00
574,3640,junior,1998/2/23 0:00
360,2308,classic,1998/2/24 0:00
391,2493,classic,1998/2/24 0:00
283,1800,classic,1998/2/25 0:00
726,4721,classic,1998/2/26 0:00
132,731,junior,1998/2/26 0:00
463,2982,classic,1998/2/26 0:00
21,132,classic,1998/2/26 0:00
529,3357,classic,1998/2/27 0:00
946,8359,junior,1998/2/28 0:00
419,2626,classic,1998/2/28 0:00
248,1512,classic,1998/3/1 0:00
215,1296,classic,1998/3/2 0:00
225,1359,classic,1998/3/3 0:00
643,4157,classic,1998/3/4 0:00
844,6567,junior,1998/3/4 0:00
672,4349,classic,1998/3/7 0:00
276,1765,classic,1998/3/7 0:00
1230,13312,classic,1998/3/8 0:00
599,3824,gold,1998/3/8 0:00
72,447,classic,1998/3/9 0:00
1199,12826,classic,1998/3/9 0:00
48,295,classic,1998/3/10 0:00
58,358,classic,1998/3/11 0:00
334,2133,classic,1998/3/13 0:00
2,19,classic,1998/3/13 0:00
228,1382,junior,1998/3/15 0:00
244,1480,classic,1998/3/16 0:00
1189,12683,classic,1998/3/17 0:00
198,1211,junior,1998/3/18 0:00
34,225,classic,1998/3/20 0:00
535,3395,classic,1998/3/22 0:00
269,1718,gold,1998/3/22 0:00
515,3268,classic,1998/3/23 0:00
290,1833,classic,1998/3/24 0:00
315,2005,junior,1998/3/24 0:00
784,5461,classic,1998/3/24 0:00
63,378,junior,1998/3/27 0:00
417,2619,classic,1998/3/30 0:00
619,3958,classic,1998/4/1 0:00
191,1168,junior,1998/4/2 0:00
965,8636,classic,1998/4/2 0:00
444,2815,gold,1998/4/3 0:00
370,2374,classic,1998/4/3 0:00
156,906,junior,1998/4/7 0:00
492,3166,classic,1998/4/9 0:00
52,326,gold,1998/4/10 0:00
71,441,classic,1998/4/11 0:00
775,5253,gold,1998/4/11 0:00
330,2124,classic,1998/4/11 0:00
510,3256,classic,1998/4/13 0:00
170,1020,classic,1998/4/16 0:00
338,2146,classic,1998/4/16 0:00
755,5002,classic,1998/4/16 0:00
451,2888,junior,1998/4/16 0:00
263,1668,gold,1998/4/17 0:00
602,3846,junior,1998/4/18 0:00
498,3186,classic,1998/4/18 0:00
933,7959,junior,1998/4/21 0:00
89,497,classic,1998/4/22 0:00
761,5128,gold,1998/4/23 0:00
176,1049,classic,1998/4/25 0:00
1102,11183,classic,1998/4/25 0:00
109,605,classic,1998/4/26 0:00
421,2644,classic,1998/4/27 0:00
918,7796,classic,1998/4/27 0:00
680,4417,classic,1998/4/29 0:00
824,6196,classic,1998/4/29 0:00
448,2864,classic,1998/4/29 0:00
1194,12781,junior,1998/4/30 0:00
331,2125,gold,1998/5/1 0:00
734,4765,classic,1998/5/1 0:00
235,1438,classic,1998/5/2 0:00
284,1807,classic,1998/5/7 0:00
412,2585,classic,1998/5/9 0:00
64,402,classic,1998/5/10 0:00
186,1133,gold,1998/5/12 0:00
458,2951,gold,1998/5/14 0:00
465,2995,classic,1998/5/15 0:00
457,2948,junior,1998/5/16 0:00
456,2929,classic,1998/5/16 0:00
645,4166,classic,1998/5/17 0:00
906,7683,gold,1998/5/18 0:00
756,5012,classic,1998/5/18 0:00
218,1322,classic,1998/5/18 0:00
717,4654,classic,1998/5/19 0:00
8,60,junior,1998/5/20 0:00
700,4533,junior,1998/5/22 0:00
757,5013,junior,1998/5/22 0:00
126,707,classic,1998/5/23 0:00
358,2287,junior,1998/5/23 0:00
639,4112,classic,1998/5/23 0:00
212,1280,classic,1998/5/24 0:00
415,2609,classic,1998/5/25 0:00
161,963,classic,1998/5/25 0:00
207,1244,classic,1998/5/25 0:00
1216,13097,classic,1998/5/26 0:00
649,4190,classic,1998/5/29 0:00
475,3075,gold,1998/5/31 0:00
586,3756,classic,1998/5/31 0:00
446,2841,classic,1998/6/4 0:00
823,6178,classic,1998/6/5 0:00
644,4165,classic,1998/6/5 0:00
111,615,classic,1998/6/5 0:00
469,3026,classic,1998/6/7 0:00
17,127,classic,1998/6/7 0:00
558,3568,classic,1998/6/7 0:00
192,1169,classic,1998/6/8 0:00
631,4061,junior,1998/6/9 0:00
317,2015,classic,1998/6/10 0:00
716,4651,junior,1998/6/11 0:00
7,56,classic,1998/6/11 0:00
863,6906,classic,1998/6/12 0:00
123,679,classic,1998/6/12 0:00
770,5232,classic,1998/6/15 0:00
143,816,classic,1998/6/15 0:00
785,5468,classic,1998/6/16 0:00
646,4167,classic,1998/6/17 0:00
160,954,classic,1998/6/17 0:00
669,4341,classic,1998/6/19 0:00
101,566,classic,1998/6/19 0:00
332,2126,classic,1998/6/19 0:00
362,2320,gold,1998/6/21 0:00
173,1031,classic,1998/6/21 0:00
16,116,classic,1998/6/23 0:00
365,2332,classic,1998/6/23 0:00
701,4534,classic,1998/6/24 0:00
80,471,classic,1998/6/25 0:00
831,6275,classic,1998/6/29 0:00
354,2265,gold,1998/6/30 0:00
250,1522,classic,1998/6/30 0:00
142,810,classic,1998/7/1 0:00
991,9149,junior,1998/7/1 0:00
1192,12736,classic,1998/7/2 0:00
738,4808,junior,1998/7/2 0:00
627,3994,classic,1998/7/5 0:00
696,4516,classic,1998/7/5 0:00
260,1616,classic,1998/7/5 0:00
768,5223,classic,1998/7/6 0:00
233,1418,classic,1998/7/7 0:00
450,2880,classic,1998/7/7 0:00
440,2782,classic,1998/7/7 0:00
301,1899,classic,1998/7/7 0:00
485,3124,classic,1998/7/8 0:00
567,3611,classic,1998/7/8 0:00
66,425,classic,1998/7/8 0:00
1002,9261,classic,1998/7/9 0:00
453,2911,gold,1998/7/12 0:00
277,1777,gold,1998/7/12 0:00
571,3627,junior,1998/7/13 0:00
687,4471,classic,1998/7/14 0:00
640,4115,classic,1998/7/14 0:00
39,254,classic,1998/7/14 0:00
435,2740,classic,1998/7/15 0:00
411,2572,classic,1998/7/15 0:00
548,3501,classic,1998/7/16 0:00
1167,12335,classic,1998/7/18 0:00
727,4723,classic,1998/7/19 0:00
603,3850,classic,1998/7/20 0:00
496,3183,junior,1998/7/21 0:00
73,451,junior,1998/7/21 0:00
146,822,classic,1998/7/23 0:00
439,2779,classic,1998/7/23 0:00
613,3913,classic,1998/7/23 0:00
323,2065,junior,1998/7/24 0:00
623,3984,classic,1998/7/25 0:00
530,3360,classic,1998/7/25 0:00
396,2508,classic,1998/7/26 0:00
1076,10604,gold,1998/7/27 0:00
344,2168,classic,1998/7/27 0:00
525,3337,classic,1998/7/27 0:00
42,264,junior,1998/7/28 0:00
740,4823,junior,1998/7/28 0:00
780,5333,classic,1998/7/29 0:00
509,3253,gold,1998/7/30 0:00
308,1938,classic,1998/7/30 0:00
618,3947,classic,1998/7/31 0:00
209,1251,classic,1998/7/31 0:00
1155,12088,classic,1998/8/1 0:00
95,519,junior,1998/8/1 0:00
833,6299,classic,1998/8/1 0:00
319,2038,junior,1998/8/2 0:00
795,5563,classic,1998/8/2 0:00
508,3249,classic,1998/8/3 0:00
78,468,classic,1998/8/4 0:00
683,4437,classic,1998/8/5 0:00
32,219,classic,1998/8/6 0:00
550,3515,classic,1998/8/8 0:00
1217,13098,junior,1998/8/9 0:00
1003,9274,classic,1998/8/9 0:00
179,1059,classic,1998/8/10 0:00
169,1019,classic,1998/8/10 0:00
221,1339,classic,1998/8/10 0:00
684,4457,classic,1998/8/11 0:00
77,466,classic,1998/8/13 0:00
581,3721,classic,1998/8/13 0:00
47,280,classic,1998/8/13 0:00
386,2478,classic,1998/8/14 0:00
346,2177,classic,1998/8/14 0:00
406,2548,classic,1998/8/16 0:00
951,8392,classic,1998/8/16 0:00
519,3297,classic,1998/8/16 0:00
321,2058,gold,1998/8/16 0:00
128,716,classic,1998/8/19 0:00
711,4592,classic,1998/8/19 0:00
538,3414,gold,1998/8/20 0:00
29,192,classic,1998/8/20 0:00
834,6301,classic,1998/8/21 0:00
461,2977,gold,1998/8/21 0:00
239,1453,gold,1998/8/24 0:00
395,2502,classic,1998/8/24 0:00
531,3378,gold,1998/8/24 0:00
1150,12020,classic,1998/8/25 0:00
96,528,classic,1998/8/26 0:00
367,2343,classic,1998/8/27 0:00
1023,9621,classic,1998/8/30 0:00
702,4543,classic,1998/8/30 0:00
405,2542,classic,1998/8/31 0:00
480,3092,classic,1998/9/1 0:00
1098,11063,classic,1998/9/1 0:00
79,469,classic,1998/9/2 0:00
402,2536,classic,1998/9/3 0:00
551,3517,classic,1998/9/3 0:00
425,2662,junior,1998/9/4 0:00
1195,12787,gold,1998/9/4 0:00
1154,12070,classic,1998/9/5 0:00
307,1930,gold,1998/9/5 0:00
752,4944,junior,1998/9/6 0:00
134,769,classic,1998/9/7 0:00
285,1811,gold,1998/9/10 0:00
544,3448,gold,1998/9/10 0:00
526,3339,classic,1998/9/10 0:00
352,2235,classic,1998/9/11 0:00
328,2121,junior,1998/9/12 0:00
26,161,classic,1998/9/14 0:00
141,808,classic,1998/9/15 0:00
151,861,classic,1998/9/16 0:00
203,1231,classic,1998/9/16 0:00
653,4212,classic,1998/9/16 0:00
880,7186,classic,1998/9/17 0:00
620,3959,classic,1998/9/17 0:00
630,4019,classic,1998/9/18 0:00
1188,12678,classic,1998/9/19 0:00
389,2489,gold,1998/9/19 0:00
1024,9622,classic,1998/9/20 0:00
193,1179,gold,1998/9/21 0:00
758,5016,classic,1998/9/21 0:00
634,4081,junior,1998/9/22 0:00
361,2312,classic,1998/9/23 0:00
242,1473,classic,1998/9/24 0:00
923,7855,classic,1998/9/24 0:00
1007,9333,gold,1998/9/25 0:00
520,3308,classic,1998/9/25 0:00
629,4018,junior,1998/9/25 0:00
335,2137,classic,1998/9/25 0:00
414,2606,classic,1998/9/26 0:00
